"","qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"342","group_2727","NC_002945.4",100,297,0,0,1,297,4323562,4323858,4.37e-157,549
"343","group_2642","NC_002945.4",100,717,0,0,1,717,4323237,4322521,0,1325
"344","PE36","NC_002945.4",100,234,0,0,1,234,4314364,4314131,3.55e-122,433
"345","scoA","NC_002945.4",100,747,0,0,1,747,2791078,2790332,0,1380
"346","scoB","NC_002945.4",100,657,0,0,1,657,2790335,2789679,0,1214
"347","group_1450","NC_002945.4",99.937,1590,1,0,1,1590,2789682,2788093,0,2931
"348","group_2740","NC_002945.4",100,1185,0,0,1,1185,2786119,2784935,0,2189
"349","group_1802","NC_002945.4",100,822,0,0,1,822,2784384,2783563,0,1519
"350","bkda","NC_002945.4",99.907,1074,1,0,1,1074,2783274,2782201,0,1978
"351","bkdc","NC_002945.4",100,1182,0,0,1,1182,2781147,2779966,0,2183
"352","vapc38","NC_002945.4",100,426,0,0,1,426,2779518,2779943,0,787
"353","group_2261","NC_002945.4",100,762,0,0,1,762,2778477,2779238,0,1408
"354","group_207","NC_002945.4",100,192,0,0,1,192,2777722,2777531,6.34e-99,355
"355","plsC","NC_002945.4",100,1743,0,0,1,1743,2762235,2760493,0,3219
"356","group_1207","NC_002945.4",100,1677,0,0,1,1677,2756613,2754937,0,3097
"357","group_462","NC_002945.4",100,417,0,0,1,417,2749965,2749549,0,771
"358","glbO","NC_002945.4",100,387,0,0,1,387,2745752,2746138,0,715
"359","group_195","NC_002945.4",100,669,0,0,1,669,2745609,2744941,0,1236
"360","group_1599","NC_002945.4",100,234,0,0,1,234,2744905,2744672,3.55e-122,433
"361","group_2728","NC_002945.4",100,468,0,0,1,468,2744685,2744218,0,865
"362","group_1876","NC_002945.4",100,807,0,0,1,807,2740239,2739433,0,1491
"363","group_2741","NC_002945.4",99.916,1185,1,0,1,1185,2738229,2739413,0,2183
"364","group_1917","NC_002945.4",100,1401,0,0,1,1401,2737865,2736465,0,2588
"365","group_698","NC_002945.4",100,603,0,0,1,603,2736348,2735746,0,1114
"366","group_419","NC_002945.4",100,645,0,0,1,645,2735749,2735105,0,1192
"367","group_1126","NC_002945.4",100,909,0,0,1,909,2732353,2733261,0,1679
"368","group_641","NC_002945.4",100,1962,0,0,1,1962,2729278,2727317,0,3624
"369","group_129","NC_002945.4",100,1122,0,0,1,1122,2727320,2726199,0,2073
"370","valS","NC_002945.4",100,2631,0,0,1,2631,2722799,2720169,0,4859
"371","group_1793","NC_002945.4",99.932,1464,1,0,1,1464,2720172,2718709,0,2699
"372","group_1175","NC_002945.4",100,372,0,0,1,372,2718712,2718341,0,688
"373","group_401","NC_002945.4",100,423,0,0,1,423,2718310,2717888,0,782
"374","rplU","NC_002945.4",100,312,0,0,1,312,2712932,2712621,2.11e-165,577
"375","rpmA","NC_002945.4",100,261,0,0,1,261,2712606,2712346,3.91e-137,483
"376","group_1810","NC_002945.4",100,1455,0,0,1,1455,2712275,2710821,0,2687
"377","group_97","NC_002945.4",100,1131,0,0,1,1131,2710821,2709691,0,2089
"378","nadE","NC_002945.4",99.955,2227,0,1,1,2226,2709592,2707366,0,4106
"379","group_185","NC_002945.4",100,438,0,0,1,438,2706932,2707369,0,809
"380","group_2865","NC_002945.4",100,291,0,0,1,291,2701708,2701418,9.26e-154,538
"381","PE25","NC_002945.4",100,300,0,0,1,300,2700840,2700541,9.5e-159,555
"382","group_1852","NC_002945.4",100,534,0,0,1,534,2699380,2699913,0,987
"383","group_2480","NC_002945.4",100,1248,0,0,1,1248,2698051,2696804,0,2305
"384","group_372","NC_002945.4",100,273,0,0,1,273,2691679,2691951,8.77e-144,505
"385","group_493","NC_002945.4",100,636,0,0,1,636,2691404,2690769,0,1175
"386","rsfS","NC_002945.4",100,376,0,0,1,376,2690772,2690397,0,695
"387","octT","NC_002945.4",100,744,0,0,1,744,2689734,2688991,0,1375
"388","group_1689","NC_002945.4",100,843,0,0,1,843,2688910,2688068,0,1557
"389","group_635","NC_002945.4",99.897,969,1,0,1,969,2683914,2682946,0,1784
"390","rpsT","NC_002945.4",100,261,0,0,1,261,2682670,2682930,3.91e-137,483
"391","group_1246","NC_002945.4",100,1656,0,0,1,1656,2682560,2680905,0,3059
"392","group_618","NC_002945.4",100,978,0,0,1,978,2680905,2679928,0,1807
"393","group_1724","NC_002945.4",100,840,0,0,1,840,2679928,2679089,0,1552
"394","rbn_1","NC_002945.4",100,843,0,0,1,843,2677177,2678019,0,1557
"395","group_329","NC_002945.4",100,429,0,0,1,429,2676917,2676489,0,793
"396","group_639","NC_002945.4",100,1971,0,0,1,1971,2675737,2673767,0,3640
"397","group_111","NC_002945.4",100,195,0,0,1,195,2670716,2670522,1.39e-100,361
"398","cysH","NC_002945.4",100,765,0,0,1,765,2658849,2659613,0,1413
"399","sira","NC_002945.4",100,1668,0,0,1,1668,2657185,2658852,0,3081
"400","mbtI","NC_002945.4",100,1353,0,0,1,1353,2652487,2651135,0,2499
"401","mbtA","NC_002945.4",100,1698,0,0,1,1698,2648418,2650115,0,3136
"402","group_99","NC_002945.4",100,4245,0,0,1,4245,2648319,2644075,0,7840
"403","group_40","NC_002945.4",100,5196,0,0,1,5196,2639744,2634549,0,9596
"404","group_86","NC_002945.4",100,4386,0,0,1,4386,2634567,2630182,0,8100
"405","group_2307","NC_002945.4",99.923,1296,1,0,1,1296,2630185,2628890,0,2388
"406","group_2155","NC_002945.4",100,216,0,0,1,216,2628912,2628697,3.29e-112,399
"407","group_2275","NC_002945.4",100,318,0,0,1,318,2627747,2628064,9.97e-169,588
"408","hrcA","NC_002945.4",100,1032,0,0,1,1032,2627575,2626544,0,1906
"409","group_26","NC_002945.4",100,1149,0,0,1,1149,2626469,2625321,0,2122
"410","rsmE","NC_002945.4",100,789,0,0,1,789,2625307,2624519,0,1458
"411","group_2380","NC_002945.4",100,141,0,0,1,141,2624420,2624560,1.01e-70,261
"412","PE_PGRS40","NC_002945.4",100,186,0,0,1,186,2624235,2624420,1.33e-95,344
"413","group_374","NC_002945.4",100,1059,0,0,1,1059,2622456,2621398,0,1956
"414","ybeY","NC_002945.4",100,534,0,0,1,534,2621379,2620846,0,987
"415","group_2248","NC_002945.4",100,1308,0,0,1,1308,2620849,2619542,0,2416
"416","group_1811","NC_002945.4",100,342,0,0,1,342,2619570,2619229,0,632
"417","group_1242","NC_002945.4",99.888,891,1,0,1,891,2615950,2615060,0,1640
"418","smtb","NC_002945.4",100,408,0,0,1,408,2613728,2614135,0,754
"419","bioD","NC_002945.4",100,681,0,0,1,681,1767634,1768314,0,1258
"420","group_2182","NC_002945.4",100,510,0,0,1,510,1768314,1768823,0,942
"421","group_2670","NC_002945.4",99.788,471,1,0,1,471,1773003,1772533,0,865
"422","group_2345","NC_002945.4",100,315,0,0,1,315,1773398,1773084,4.59e-167,582
"423","group_373","NC_002945.4",100,273,0,0,1,273,1773667,1773395,8.77e-144,505
"424","group_2157","NC_002945.4",100,216,0,0,1,216,1774288,1774073,3.29e-112,399
"425","group_601","NC_002945.4",100,399,0,0,1,399,1776085,1775687,0,737
"426","group_2071","NC_002945.4",100,516,0,0,1,516,1776874,1776359,0,953
"427","group_1070","NC_002945.4",100,105,0,0,1,105,2193605,2193709,7.27e-51,195
"428","group_1698","NC_002945.4",100,351,0,0,1,351,2195108,2194758,0,649
"429","group_1698","NC_002945.4",98.039,102,2,0,250,351,1277325,1277426,2.84e-45,178
"430","group_184","NC_002945.4",100,185,0,0,11,195,2196226,2196042,5.02e-95,342
"431","group_2729","NC_002945.4",100,297,0,0,1,297,2196530,2196234,4.37e-157,549
"432","vapb14","NC_002945.4",100,216,0,0,1,216,2196770,2196985,3.29e-112,399
"433","vapc14","NC_002945.4",100,312,0,0,1,312,2196982,2197293,2.11e-165,577
"434","group_638","NC_002945.4",100,177,0,0,1,177,2197447,2197623,1.27e-90,327
"435","group_1742","NC_002945.4",99.454,549,0,1,1,549,2198628,2199173,0,994
"436","group_612","NC_002945.4",100,615,0,0,1,615,2199676,2199062,0,1136
"437","pare1","NC_002945.4",100,297,0,0,1,297,2200021,2199725,4.37e-157,549
"438","group_1813","NC_002945.4",100,342,0,0,1,342,2200409,2200750,0,632
"439","vapc35","NC_002945.4",100,408,0,0,1,408,2201317,2200910,0,754
"440","vapB35","NC_002945.4",100,273,0,0,1,273,2201593,2201321,8.77e-144,505
"441","group_1826","NC_002945.4",99.862,1446,2,0,1,1446,2206490,2205045,0,2660
"442","group_417","NC_002945.4",100,687,0,0,1,687,2207355,2206669,0,1269
"443","group_636","NC_002945.4",100,969,0,0,1,969,2208514,2207546,0,1790
"444","group_1360","NC_002945.4",100,96,0,0,1,96,2208606,2208511,6.55e-46,178
"445","vapB36","NC_002945.4",100,288,0,0,1,288,2209454,2209167,4.26e-152,532
"446","group_1710","NC_002945.4",100,231,0,0,1,231,2212002,2212232,1.63e-120,427
"447","group_777","NC_002945.4",100,600,0,0,1,600,2213337,2213936,0,1109
"448","group_1174","NC_002945.4",100,243,0,0,1,243,2214638,2214396,3.67e-127,449
"449","group_1812","NC_002945.4",100,342,0,0,1,342,2216963,2216622,0,632
"450","group_606","NC_002945.4",100,258,0,0,1,258,2217049,2217306,1.8e-135,477
"451","group_1895","NC_002945.4",100,336,0,0,1,336,2217542,2217207,1.04e-178,621
"452","mazf6","NC_002945.4",99.71,345,1,0,1,345,2217975,2217631,0,632
"453","group_352","NC_002945.4",100,553,0,0,1,553,2122633,2123185,0,1022
"454","group_352","NC_002945.4",100,101,0,0,554,654,2223503,2223403,9.04e-48,187
"455","group_126","NC_002945.4",100,444,0,0,1,444,2119000,2119443,0,821
"456","group_2493","NC_002945.4",99.92,1245,1,0,1,1245,2117770,2116526,0,2294
"457","group_405","NC_002945.4",100,648,0,0,1,648,2116028,2115381,0,1197
"458","group_2534","NC_002945.4",100,1236,0,0,1,1236,2115314,2114079,0,2283
"459","group_595","NC_002945.4",99.857,2103,0,1,1,2103,2111966,2114065,0,3864
"460","group_2316","NC_002945.4",100,756,0,0,1,756,2106728,2105973,0,1397
"461","adhA","NC_002945.4",99.713,1044,0,1,1,1044,2104163,2105203,0,1908
"462","group_2551","NC_002945.4",100,306,0,0,1,306,2103783,2104088,4.48e-162,566
"463","apa","NC_002945.4",100,978,0,0,1,978,2102354,2103331,0,1807
"464","group_167","NC_002945.4",100,1110,0,0,1,1110,2101192,2102301,0,2050
"465","modB","NC_002945.4",100,795,0,0,1,795,2100391,2101185,0,1469
"466","group_168","NC_002945.4",99.851,672,1,0,1,672,2099435,2098764,0,1236
"467","ureF","NC_002945.4",100,636,0,0,1,636,2094313,2094948,0,1175
"468","ureB","NC_002945.4",100,315,0,0,1,315,2092266,2092580,4.59e-167,582
"469","ureA","NC_002945.4",100,303,0,0,1,303,2091967,2092269,2.06e-160,560
"470","blai","NC_002945.4",100,417,0,0,1,417,2091218,2090802,0,771
"471","blar","NC_002945.4",100,951,0,0,1,951,2090787,2089837,0,1757
"472","gnd","NC_002945.4",100,207,0,0,1,207,2088563,2088357,3.16e-107,383
"473","guaB1","NC_002945.4",100,1437,0,0,1,1437,2088321,2086885,0,2654
"474","group_2008","NC_002945.4",99.708,1371,1,1,1,1371,2086711,2085344,0,2507
"475","vapb13","NC_002945.4",100,264,0,0,1,264,2082673,2082410,8.51e-139,488
"476","vapc13","NC_002945.4",100,396,0,0,1,396,2082413,2082018,0,732
"477","glcB","NC_002945.4",100,2226,0,0,1,2226,2081742,2079517,0,4111
"478","group_615","NC_002945.4",100,2034,0,0,1,2034,2079397,2077364,0,3757
"479","group_607","NC_002945.4",100,258,0,0,1,258,2070332,2070589,1.8e-135,477
"480","group_524","NC_002945.4",100,633,0,0,1,633,2069647,2070279,0,1170
"481","group_2397","NC_002945.4",99.798,495,1,0,1,495,2068816,2069310,0,909
"482","group_581","NC_002945.4",100,405,0,0,1,405,2066825,2067229,0,749
"483","group_1378","NC_002945.4",100,879,0,0,1,879,2065909,2066787,0,1624
"484","group_945","NC_002945.4",100,930,0,0,1,930,2064569,2065498,0,1718
"485","group_550","NC_002945.4",100,630,0,0,1,630,2063953,2064582,0,1164
"486","secA2","NC_002945.4",100,2337,0,0,1,2337,2061420,2063756,0,4316
"487","group_791","NC_002945.4",100,945,0,0,1,945,2051343,2052287,0,1746
"488","group_278","NC_002945.4",100,432,0,0,1,432,2050976,2050545,0,798
"489","mgtC","NC_002945.4",99.858,705,1,0,1,705,2048307,2049011,0,1297
"490","group_522","NC_002945.4",100,633,0,0,1,633,2046077,2046709,0,1170
"491","PPE31","NC_002945.4",99.917,1212,1,0,1,1212,2043250,2044461,0,2233
"492","group_2065","NC_002945.4",100,327,0,0,1,327,2042213,2041887,1.02e-173,604
"493","group_2730","NC_002945.4",100,297,0,0,1,297,2041739,2041443,4.37e-157,549
"494","group_210","NC_002945.4",100,192,0,0,1,192,2034023,2034214,6.34e-99,355
"495","group_840","NC_002945.4",100,1833,0,0,1,1833,2031564,2033396,0,3386
"496","group_2577","NC_002945.4",100,1221,0,0,1,1221,2030347,2031567,0,2255
"497","mycp5","NC_002945.4",100,1758,0,0,1,1758,2028593,2030350,0,3247
"498","group_1680","NC_002945.4",99.934,1512,1,0,1,1512,2027104,2028615,0,2787
"499","espG5","NC_002945.4",100,903,0,0,1,903,2025930,2026832,0,1668
"500","PE19","NC_002945.4",99.667,300,1,0,1,300,2024768,2025067,4.42e-157,549
"501","group_1322","NC_002945.4",100,366,0,0,1,366,1469773,1470138,0,676
"502","group_1798","NC_002945.4",100,1461,0,0,1,1461,1468299,1469759,0,2699
"503","group_212","NC_002945.4",100,918,0,0,1,918,1467342,1468259,0,1696
"504","group_1262","NC_002945.4",100,1650,0,0,1,1650,1465686,1467335,0,3048
"505","group_2117","NC_002945.4",99.925,1341,1,0,1,1341,1464301,1465641,0,2471
"506","group_2072","NC_002945.4",100,516,0,0,1,516,1463779,1464294,0,953
"507","group_2348","NC_002945.4",100,753,0,0,1,753,1462702,1463454,0,1391
"508","group_2512","NC_002945.4",100,486,0,0,1,486,1462224,1462709,0,898
"509","rfe","NC_002945.4",100,1215,0,0,1,1215,1460753,1461967,0,2244
"510","group_353","NC_002945.4",100,654,0,0,1,654,1460016,1460669,0,1208
"511","group_313","NC_002945.4",100,1074,0,0,1,1074,1457953,1459026,0,1984
"512","rpmE","NC_002945.4",100,243,0,0,1,243,1457621,1457863,3.67e-127,449
"513","group_2147","NC_002945.4",100,951,0,0,1,951,1454455,1455405,0,1757
"514","thrC","NC_002945.4",100,1083,0,0,1,1083,1453155,1454237,0,2001
"515","group_2187","NC_002945.4",100,1326,0,0,1,1326,1451833,1453158,0,2449
"516","group_1621","NC_002945.4",100,555,0,0,1,555,1411650,1412204,0,1026
"517","group_227","NC_002945.4",100,435,0,0,1,435,1408636,1408202,0,804
"518","ddn_1","NC_002945.4",100,474,0,0,1,474,1408221,1407748,0,876
"519","udgb","NC_002945.4",100,813,0,0,1,813,1405691,1406503,0,1502
"520","group_2452","NC_002945.4",100,1260,0,0,1,1260,1405605,1404346,0,2327
"521","group_2636","NC_002945.4",100,300,0,0,1,300,1404349,1404050,9.5e-159,555
"522","group_18","NC_002945.4",100,1152,0,0,1,1152,1402930,1404081,0,2128
"523","sucA","NC_002945.4",99.973,3696,1,0,1,3696,1394324,1390629,0,6820
"524","relE","NC_002945.4",100,294,0,0,1,294,1390250,1389957,2.01e-155,544
"525","group_1767","NC_002945.4",100,831,0,0,1,831,1389900,1389070,0,1535
"526","group_2754","NC_002945.4",100,1182,0,0,1,1182,1381956,1383137,0,2183
"527","group_1916","NC_002945.4",100,528,0,0,1,528,1378248,1378775,0,976
"528","group_2249","NC_002945.4",100,1308,0,0,1,1308,1377440,1376133,0,2416
"529","group_1774","NC_002945.4",100,543,0,0,1,543,1376136,1375594,0,1003
"530","group_2535","NC_002945.4",100,1236,0,0,1,1236,1375469,1374234,0,2283
"531","group_226","NC_002945.4",100,435,0,0,1,435,1371998,1371564,0,804
"532","group_1794","NC_002945.4",100,1464,0,0,1,1464,1371567,1370104,0,2704
"533","tatB","NC_002945.4",100,396,0,0,1,396,1368735,1369130,0,732
"534","group_1513","NC_002945.4",100,1575,0,0,1,1575,1367159,1368733,0,2909
"535","group_2445","NC_002945.4",100,744,0,0,1,744,1365516,1364773,0,1375
"536","group_869","NC_002945.4",100,936,0,0,1,936,1364003,1363068,0,1729
"537","group_142","NC_002945.4",100,675,0,0,1,675,1361416,1360742,0,1247
"538","group_1167","NC_002945.4",100,168,0,0,1,168,1355578,1355745,1.2e-85,311
"539","tagA","NC_002945.4",100,615,0,0,1,615,1354797,1355411,0,1136
"540","group_1237","NC_002945.4",100,369,0,0,1,369,1354432,1354800,0,682
"541","gpgs","NC_002945.4",100,975,0,0,1,975,1353419,1354393,0,1801
"542","folP2","NC_002945.4",100,825,0,0,1,825,1352598,1353422,0,1524
"543","log","NC_002945.4",100,564,0,0,1,564,1349994,1350557,0,1042
"544","group_1169","NC_002945.4",100,1689,0,0,1,1689,1349899,1348211,0,3120
"545","group_362","NC_002945.4",100,1065,0,0,1,1065,1346535,1347599,0,1967
"546","dapd","NC_002945.4",99.899,987,1,0,1,987,1346477,1345491,0,1818
"547","whiB1","NC_002945.4",100,255,0,0,1,255,3554722,3554976,8.26e-134,472
"548","group_2916","NC_002945.4",100,1506,0,0,1,1506,3556543,3555038,0,2782
"549","group_2978","NC_002945.4",100,240,0,0,1,240,3556799,3556560,1.68e-125,444
"550","rsha","NC_002945.4",100,306,0,0,1,306,3557365,3557060,4.48e-162,566
"551","group_2879","NC_002945.4",100,552,0,0,1,552,3557913,3557362,0,1020
"552","group_2879","NC_002945.4",90.055,181,15,1,375,552,2243763,2243583,3.45e-61,231
"553","group_2923","NC_002945.4",100,768,0,0,1,768,3558677,3557910,0,1419
"554","group_3017","NC_002945.4",99.648,852,0,1,1,852,3558860,3559708,0,1554
"555","yedK","NC_002945.4",99.868,759,1,0,1,759,3562331,3561573,0,1397
"556","group_2993","NC_002945.4",100,1353,0,0,1,1353,3562386,3563738,0,2499
"557","rsgA","NC_002945.4",100,993,0,0,1,993,3563735,3564727,0,1834
"558","group_2909","NC_002945.4",99.608,510,2,0,1,510,3567882,3567373,0,931
"559","group_3041","NC_002945.4",100,1158,0,0,1,1158,3572126,3570969,0,2139
"560","amhM","NC_002945.4",100,483,0,0,1,483,3572613,3572131,0,893
"561","group_2878","NC_002945.4",100,2898,0,0,1,2898,3579589,3576692,0,5352
"562","hpf","NC_002945.4",100,660,0,0,1,660,3580279,3579620,0,1219
"563","group_2905","NC_002945.4",100,843,0,0,1,843,3582101,3581259,0,1557
"564","group_3025","NC_002945.4",100,1704,0,0,1,1704,3585623,3583920,0,3147
"565","group_2936","NC_002945.4",100,687,0,0,1,687,3586359,3585673,0,1269
"566","tmk","NC_002945.4",100,645,0,0,1,645,3587073,3586429,0,1192
"567","group_2958","NC_002945.4",99.933,1488,1,0,1,1488,3588657,3587170,0,2743
"568","group_2921","NC_002945.4",100,636,0,0,1,636,3589397,3588762,0,1175
"569","group_2960","NC_002945.4",100,183,0,0,1,183,3589576,3589394,6.09e-94,339
"570","group_2995","NC_002945.4",100,1251,0,0,1,1251,3590998,3589748,0,2311
"571","group_2959","NC_002945.4",100,1488,0,0,1,1488,3592594,3591107,0,2748
"572","group_2915","NC_002945.4",100,1227,0,0,1,1227,3595277,3594051,0,2266
"573","group_3018","NC_002945.4",100,1041,0,0,1,1041,3596325,3595285,0,1923
"574","pmma","NC_002945.4",100,1398,0,0,1,1398,3597719,3596322,0,2582
"575","group_2955","NC_002945.4",100,492,0,0,1,492,3598312,3597821,0,909
"576","group_3009","NC_002945.4",100,420,0,0,1,420,3598435,3598854,0,776
"577","whiB","NC_002945.4",99.731,372,1,0,1,372,3599253,3598882,0,682
"578","group_2892","NC_002945.4",100,996,0,0,1,996,3599553,3600548,0,1840
"579","group_3001","NC_002945.4",100,1347,0,0,1,1347,3600545,3601891,0,2488
"580","manC","NC_002945.4",100,1056,0,0,1,1056,3604963,3603908,0,1951
"581","wbbL1","NC_002945.4",100,912,0,0,1,912,3605900,3604989,0,1685
"582","group_2941","NC_002945.4",100,1494,0,0,1,1494,3606886,3608379,0,2760
"583","group_2904","NC_002945.4",100,282,0,0,1,282,3609232,3609513,9.01e-149,521
"584","group_2931","NC_002945.4",100,669,0,0,1,669,3612345,3611677,0,1236
"585","group_2998","NC_002945.4",100,2271,0,0,1,2271,3613659,3615929,0,4194
"586","group_2991","NC_002945.4",100,1170,0,0,1,1170,3617087,3615918,0,2161
"587","group_2880","NC_002945.4",100,525,0,0,1,525,3617636,3617112,0,970
"588","group_2884","NC_002945.4",100,819,0,0,1,819,3618876,3619694,0,1513
"589","group_3010","NC_002945.4",100,801,0,0,1,801,3621010,3620210,0,1480
"590","group_2913","NC_002945.4",100,1674,0,0,1,1674,3621033,3622706,0,3092
"591","group_2932","NC_002945.4",100,669,0,0,1,669,3623154,3623822,0,1236
"592","group_3045","NC_002945.4",99.896,966,1,0,1,966,3623791,3624756,0,1779
"593","group_3013","NC_002945.4",100,432,0,0,1,432,3624753,3625184,0,798
"594","group_2882","NC_002945.4",99.32,441,0,1,1,441,3628323,3627886,0,795
"595","group_2934","NC_002945.4",100,312,0,0,1,312,3628832,3628521,2.11e-165,577
"596","lrpa","NC_002945.4",100,453,0,0,1,453,3631232,3630780,0,837
"597","group_2967","NC_002945.4",100,1485,0,0,1,1485,3632537,3634021,0,2743
"598","group_2950","NC_002945.4",100,810,0,0,1,810,3634930,3634121,0,1496
"599","group_2901","NC_002945.4",100,900,0,0,1,900,3641944,3641045,0,1663
"600","group_2969","NC_002945.4",100,666,0,0,1,666,3646512,3645847,0,1230
"601","group_2952","NC_002945.4",100,1758,0,0,1,1758,3648377,3646620,0,3247
"602","lpdA","NC_002945.4",100,1416,0,0,1,1416,3649873,3648458,0,2615
"603","group_2983","NC_002945.4",100,600,0,0,1,600,3649956,3650555,0,1109
"604","group_2983","NC_002945.4",86.076,79,9,2,1,78,3649898,3649975,1.12e-16,84.2
"605","amiB1","NC_002945.4",100,1185,0,0,1,1185,3652924,3651740,0,2189
"606","group_2972","NC_002945.4",100,807,0,0,1,807,3652989,3653795,0,1491
"607","sapm","NC_002945.4",100,900,0,0,1,900,3656133,3657032,0,1663
"608","group_2953","NC_002945.4",100,1263,0,0,1,1263,3657056,3658318,0,2333
"609","group_2940","NC_002945.4",100,171,0,0,1,171,3659461,3659291,2.64e-87,316
"610","group_2935","NC_002945.4",100,312,0,0,1,312,3659951,3659640,2.11e-165,577
"611","group_2883","NC_002945.4",99.922,1284,1,0,1,1284,3662402,3661119,0,2366
"612","group_2943","NC_002945.4",100,339,0,0,1,339,3663037,3663375,2.26e-180,627
"613","group_2977","NC_002945.4",100,435,0,0,1,435,3663372,3663806,0,804
