"","name","start","end","strand","length","pid","gene","synonym","product","proteinid","feature","gene_type","MbovID","Gene","id","len","extra_id","Mtb_ID","col","fill","lty","lwd","pch","cex"
"100","BQ2027_MB0098C",104469,105251,-1,260,"NA","-","BQ2027_MB0098C","CONSERVED HYPOTHETICAL PROTEIN","CAB5247801.1","CDS","bars","Mb0098c"," -",NA," len 260 aa. ",NA,"Rv1588 and Rv0095c","blue","blue",1,1,8,1
"101","PPE1",105360,106751,1,463,"NA","PPE1","BQ2027_MB0099","ppe family protein ppe1","CAB5247802.1","CDS","bars","Mb0099"," PPE1",NA," len 463 aa. ",NA,"Rv0096","blue","blue",1,1,8,1
"102","BQ2027_MB0100",106770,107639,1,289,"NA","-","BQ2027_MB0100","POSSIBLE OXIDOREDUCTASE","CAB5247803.1","CDS","bars","Mb0100"," -",NA," len 289 aa. ",NA,"Rv0097","blue","blue",1,1,8,1
"103","fcot",107636,108187,1,183,"NA","fcot","BQ2027_MB0101","probable fatty acyl coa thioesterase type iii fcot","CAB5247804.1","CDS","bars","Mb0101"," -",NA," len 183 aa. ",NA,"Rv0098","blue","blue",1,1,8,1
"104","fadD10",108192,109814,1,540,"NA","fadD10","BQ2027_MB0102","POSSIBLE FATTY-ACID-COA LIGASE FADD10 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)","CAB5247805.1","CDS","bars","Mb0102"," fadD10",NA," len 540 aa. ",NA,"Rv0099","blue","blue",1,1,8,1
"105","BQ2027_MB0103",109819,110055,1,78,"NA","-","BQ2027_MB0103","pp-binding family protein Rv0100","CAB5247806.1","CDS","bars","Mb0103"," -",NA," len 78 aa. ",NA,"Rv0100","blue","blue",1,1,8,1
"106","nrp",110037,117575,1,2512,"NA","nrp","BQ2027_MB0104","PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE)","CAB5247807.1","CDS","bars","Mb0104"," nrp",NA," len 2512 aa. ",NA,"Rv0101","blue","blue",1,1,8,1
"107","BQ2027_MB0105",117750,119735,1,661,"NA","-","BQ2027_MB0105","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN","CAB5247808.1","CDS","bars","Mb0105"," -",NA," len 661 aa. ",NA,"Rv0102","blue","blue",1,1,8,1
"108","ctpB",119951,122209,-1,752,"NA","ctpB","BQ2027_MB0106C","PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB","CAB5247809.1","CDS","bars","Mb0106c"," ctpB",NA," len 752 aa. ",NA,"Rv0103c","blue","blue",1,1,8,1
"109","BQ2027_MB0107",122353,123867,1,504,"NA","-","BQ2027_MB0107","cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases","CAB5247810.1","CDS","bars","Mb0107"," -",NA," len 504 aa. ",NA,"Rv0104","blue","blue",1,1,8,1
"110","rpmB1",124016,124300,-1,94,"NA","rpmB1","BQ2027_MB0108C","50s ribosomal protein l28-1 rpmb1","CAB5247811.1","CDS","bars","Mb0108c"," rpmB1",NA," len 94 aa. ",NA,"Rv0105c","blue","blue",1,1,8,1
"111","BQ2027_MB0109",124410,125606,1,398,"NA","-","BQ2027_MB0109","Metal chaperone, involved in Zn homeostasis","CAB5247812.1","CDS","bars","Mb0109"," -",NA," len 398 aa. ",NA,"Rv0106","blue","blue",1,1,8,1
"112","ctpI",125701,130578,-1,1625,"NA","ctpI","BQ2027_MB0111C","PROBABLE CATION-TRANSPORTER ATPASE I CTPI","CAB5247813.1","CDS","bars","Mb0111c"," ctpI",NA," len 1625 aa. ",NA,"Rv0107c","blue","blue",1,1,8,1
"113","BQ2027_MB0112C",130932,131141,-1,69,"NA","-","BQ2027_MB0112C","HYPOTHETICAL PROTEIN","CAB5247814.1","CDS","bars","Mb0112c"," -",NA," len 69 aa. ",NA,"Rv0108c","blue","blue",1,1,8,1
"114","PE_PGRS1",131420,132910,1,496,"NA","PE_PGRS1","BQ2027_MB0113","pe-pgrs family protein pe_pgrs1","CAB5247815.1","CDS","bars","Mb0113"," PE_PGRS1",NA," len 496 aa. ",NA,"Rv0109","blue","blue",1,1,8,1
"115","BQ2027_MB0114",133058,133807,1,249,"NA","-","BQ2027_MB0114","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN","CAB5247816.1","CDS","bars","Mb0114"," -",NA," len 249 aa. ",NA,"Rv0110","blue","blue",1,1,8,1
"116","BQ2027_MB0115",133988,136045,1,685,"NA","-","BQ2027_MB0115","POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE","CAB5247817.1","CDS","bars","Mb0115"," -",NA," len 685 aa. ",NA,"Rv0111","blue","blue",1,1,8,1
"117","gca",136327,137283,1,318,"NA","gca","BQ2027_MB0116","POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE)","CAB5247818.1","CDS","bars","Mb0116"," gca",NA," len 318 aa. ",NA,"Rv0112","blue","blue",1,1,8,1
"118","gmhA",137357,137947,1,196,"NA","gmhA","BQ2027_MB0117","probable sedoheptulose-7-phosphate isomerase gmha (phosphoheptose isomerase)","CAB5247819.1","CDS","bars","Mb0117"," gmhA",NA," len 196 aa. ",NA,"Rv0113","blue","blue",1,1,8,1
"119","gmhb",137979,138551,1,190,"NA","gmhb","BQ2027_MB0118","possible d-alpha,beta-d-heptose-1,7-biphosphate phosphatase gmhb (d-glycero-d-manno-heptose 7-phosphate kinase)","CAB5247820.1","CDS","bars","Mb0118"," -",NA," len 190 aa. ",NA,"Rv0114","blue","blue",1,1,8,1
"120","hdda",138702,139619,1,305,"NA","hdda","BQ2027_MB0119","possible d-alpha-d-heptose-7-phosphate kinase hdda","CAB5247821.1","CDS","bars","Mb0119"," -",NA," len 305 aa. ",NA,"Rv0115","blue","blue",1,1,8,1
"121","ldta",140307,141062,-1,251,"NA","ldta","BQ2027_MB0120C","probable l,d-transpeptidase ldta","CAB5247822.1","CDS","bars","Mb0120c"," -",NA," len 251 aa. ",NA,"Rv0116c","blue","blue",1,1,8,1
"122","oxyS",141240,142184,1,314,"NA","oxyS","BQ2027_MB0121","OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS","CAB5247823.1","CDS","bars","Mb0121"," oxyS",NA," len 314 aa. ",NA,"Rv0117","blue","blue",1,1,8,1
"123","oxcA",142168,143916,-1,582,"NA","oxcA","BQ2027_MB0122C","PROBABLE OXALYL-COA DECARBOXYLASE OXCA","CAB5247824.1","CDS","bars","Mb0122c"," oxcA",NA," len 582 aa. ",NA,"Rv0118c","blue","blue",1,1,8,1
"124","fadD7",144089,145666,1,525,"NA","fadD7","BQ2027_MB0123","PROBABLE FATTY-ACID-COA LIGASE FADD7 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)","CAB5247825.1","CDS","bars","Mb0123"," fadD7",NA," len 525 aa. ",NA,"Rv0119","blue","blue",1,1,8,1
"125","fusA2b",145667,147460,-1,597,"NA","fusA2b","BQ2027_MB0124C","PROBABLE ELONGATION FACTOR G FUSA2B [SECOND PART] (EF-G)","CAB5247826.1","CDS","bars","Mb0124c"," fusA2b",NA," len 597 aa. ",NA,"Rv0120c","blue","blue",1,1,8,1
"126","fusA2a",147457,147810,-1,117,"NA","fusA2a","BQ2027_MB0125C","PROBABLE ELONGATION FACTOR G FUSA2A [FIRST PART] (EF-G)","CAB5247827.1","CDS","bars","Mb0125c"," fusA2a",NA," len 117 aa. ",NA,"Rv0120c","blue","blue",1,1,8,1
"127","BQ2027_MB0126C",147946,148380,-1,144,"NA","-","BQ2027_MB0126C","Pyridoxamine 5-phosphate oxidase","CAB5247828.1","CDS","bars","Mb0126c"," -",NA," len 144 aa. ",NA,"Rv0121c","blue","blue",1,1,8,1
"128","BQ2027_MB0127",148529,148897,1,122,"NA","-","BQ2027_MB0127","HYPOTHETICAL PROTEIN","CAB5247829.1","CDS","bars","Mb0127"," -",NA," len 122 aa. ",NA,"Rv0122","blue","blue",1,1,8,1
"129","BQ2027_MB0128",148894,149262,1,122,"NA","-","BQ2027_MB0128","unknown protein","CAB5247830.1","CDS","bars","Mb0128"," -",NA," len 122 aa. ",NA,"Rv0123","blue","blue",1,1,8,1
"130","PE_PGRS2",149571,151187,1,538,"NA","PE_PGRS2","BQ2027_MB0129","pe-pgrs family protein pe_pgrs2","CAB5247831.1","CDS","bars","Mb0129"," PE_PGRS2",NA," len 538 aa.","Rv0124","Rv0124","blue","blue",1,1,8,1
"131","pepA",151339,152406,1,355,"NA","pepA","BQ2027_MB0130","probable serine protease pepa (serine proteinase) (mtb32a)","CAB5247832.1","CDS","bars","Mb0130"," pepA",NA," len 355 aa. ",NA,"Rv0125","blue","blue",1,1,8,1
"132","treS",152515,154320,1,601,"NA","treS","BQ2027_MB0131","TREHALOSE SYNTHASE TRES","CAB5247833.1","CDS","bars","Mb0131"," treS",NA," len 601 aa. ",NA,"Rv0126","blue","blue",1,1,8,1
"133","mak",154423,155790,1,455,"NA","mak","BQ2027_MB0132","maltokinase mak","CAB5247834.1","CDS","bars","Mb0132"," -",NA," len 455 aa. ",NA,"Rv0127","blue","blue",1,1,8,1
"134","BQ2027_MB0133",155858,156637,1,259,"NA","-","BQ2027_MB0133","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","CAB5247835.1","CDS","bars","Mb0133"," -",NA," len 259 aa. ",NA,"Rv0128","blue","blue",1,1,8,1
"135","fbpC",156769,157791,-1,340,"NA","fbpC","BQ2027_MB0134C","SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C)","CAB5247836.1","CDS","bars","Mb0134c"," fbpC",NA," len 340 aa. ",NA,"Rv0129c","blue","blue",1,1,8,1
"136","htdz",158038,158493,1,151,"NA","htdz","BQ2027_MB0135","probable 3-hydroxyl-thioester dehydratase","CAB5247837.1","CDS","bars","Mb0135"," -",NA," len 151 aa. ",NA,"Rv0130","blue","blue",1,1,8,1
"137","fadE1",158506,159849,-1,447,"NA","fadE1","BQ2027_MB0136C","PROBABLE ACYL-CoA DEHYDROGENASE FADE1","CAB5247838.1","CDS","bars","Mb0136c"," fadE1",NA," len 447 aa. ",NA,"Rv0131c","blue","blue",1,1,8,1
"138","fgd2",159891,160973,-1,360,"NA","fgd2","BQ2027_MB0137C","putative f420-dependent glucose-6-phosphate dehydrogenase fgd2","CAB5247839.1","CDS","bars","Mb0137c"," fgd2",NA," len 360 aa. ",NA,"Rv0132c","blue","blue",1,1,8,1
"139","BQ2027_MB0138",161060,161665,1,201,"NA","-","BQ2027_MB0138","gcn5-related n-acetyltransferase","CAB5247840.1","CDS","bars","Mb0138"," -",NA," len 201 aa. ",NA,"Rv0133","blue","blue",1,1,8,1
"140","BQ2027_MB0139-1",161962,162345,1,127,"NA","-","BQ2027_MB0139-1","NA","NA","CDS_pseudo","bars","Mb0139-1"," -",NA," len 128 aa. Pseudogene part1 of Rv0134",NA,NA,"blue","blue",1,1,8,1
"141","BQ2027_MB0139-2",162345,162452,1,35,"NA","-","BQ2027_MB0139-2","NA","NA","CDS_pseudo","bars","Mb0139-2"," -",NA," len 36 aa. Pseudogene part2 of Rv0134",NA,NA,"blue","blue",1,1,8,1
"142","BQ2027_MB0139-3",162454,162693,1,79,"NA","-","BQ2027_MB0139-3","NA","NA","CDS_pseudo","bars","Mb0139-3"," -",NA," len 80 aa. Pseudogene part3 of Rv0134",NA,NA,"blue","blue",1,1,8,1
"143","BQ2027_MB0139-4",162696,162863,1,55,"NA","-","BQ2027_MB0139-4","NA","NA","CDS_pseudo","bars","Mb0139-4"," -",NA," len 55 aa. Pseudogene part4 of Rv0134",NA,NA,"blue","blue",1,1,8,1
"144","BQ2027_MB0140C",162834,163439,-1,201,"NA","-","BQ2027_MB0140C","POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN","CAB5247845.1","CDS","bars","Mb0140c"," -",NA," len 201 aa. ",NA,"Rv0135c","blue","blue",1,1,8,1
"145","cyp138",163556,164881,1,441,"NA","cyp138","BQ2027_MB0141","PROBABLE CYTOCHROME P450 138 CYP138","CAB5247846.1","CDS","bars","Mb0141"," cyp138",NA," len 441 aa. ",NA,"Rv0136","blue","blue",1,1,8,1
"146","msrA",164902,165450,-1,182,"NA","msrA","BQ2027_MB0142C","PROBABLE PEPTIDE METHIONINE SULFOXIDE REDUCTASE MSRA (PROTEIN-METHIONINE-S-OXIDE REDUCTASE) (PEPTIDE MET(O) REDUCTASE)","CAB5247847.1","CDS","bars","Mb0142c"," msrA",NA," len 182 aa. ",NA,"Rv0137c","blue","blue",1,1,8,1
"147","BQ2027_MB0143",165513,166016,1,167,"NA","-","BQ2027_MB0143","CONSERVED HYPOTHETICAL PROTEIN","CAB5247848.1","CDS","bars","Mb0143"," -",NA," len 167 aa. ",NA,"Rv0138","blue","blue",1,1,8,1
"148","BQ2027_MB0144",166017,167039,1,340,"NA","-","BQ2027_MB0144","possible oxidoreductase","CAB5247849.1","CDS","bars","Mb0144"," -",NA," len 340 aa. ",NA,"Rv0139","blue","blue",1,1,8,1
"149","BQ2027_MB0145",167100,167480,1,126,"NA","-","BQ2027_MB0145","COGs COG2343","CAB5247850.1","CDS","bars","Mb0145"," -",NA," len 126 aa. ",NA,"Rv0140","blue","blue",1,1,8,1
"150","BQ2027_MB0146C",167461,167871,-1,136,"NA","-","BQ2027_MB0146C","Ketosteroid isomerase-related protein","CAB5247851.1","CDS","bars","Mb0146c"," -",NA," len 136 aa. ",NA,"Rv0141c","blue","blue",1,1,8,1
"151","BQ2027_MB0147",167901,168827,1,308,"NA","-","BQ2027_MB0147","3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase","CAB5247852.1","CDS","bars","Mb0147"," -",NA," len 308 aa. ",NA,"Rv0142","blue","blue",1,1,8,1
"152","BQ2027_MB0148C",168894,170372,-1,492,"NA","-","BQ2027_MB0148C","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","CAB5247853.1","CDS","bars","Mb0148c"," -",NA," len 492 aa. ",NA,"Rv0143c","blue","blue",1,1,8,1
"153","BQ2027_MB0149",170474,171316,1,280,"NA","-","BQ2027_MB0149","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)","CAB5247854.1","CDS","bars","Mb0149"," -",NA," len 280 aa. ",NA,"Rv0144","blue","blue",1,1,8,1
"154","BQ2027_MB0150",171405,172358,1,317,"NA","-","BQ2027_MB0150","possible s-adenosylmethionine-dependent methyltransferase","CAB5247855.1","CDS","bars","Mb0150"," -",NA," len 317 aa. ",NA,"Rv0145","blue","blue",1,1,8,1
"155","BQ2027_MB0151",172401,173333,1,310,"NA","-","BQ2027_MB0151","possible s-adenosylmethionine-dependent methyltransferase","CAB5247856.1","CDS","bars","Mb0151"," -",NA," len 310 aa. ",NA,"Rv0146","blue","blue",1,1,8,1
"156","BQ2027_MB0152",173428,174948,1,506,"NA","-","BQ2027_MB0152","probable aldehyde dehydrogenase (nad+) dependent","CAB5247857.1","CDS","bars","Mb0152"," -",NA," len 506 aa. ",NA,"Rv0147","blue","blue",1,1,8,1
"157","BQ2027_MB0153",175023,175883,1,286,"NA","-","BQ2027_MB0153","PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE","CAB5247858.1","CDS","bars","Mb0153"," -",NA," len 286 aa. ",NA,"Rv0148","blue","blue",1,1,8,1
"158","BQ2027_MB0154",175890,176858,1,322,"NA","-","BQ2027_MB0154","possible quinone oxidoreductase (nadphquinone oxidoreductase) (zeta-crystallin)","CAB5247859.1","CDS","bars","Mb0154"," -",NA," len 322 aa. ",NA,"Rv0149","blue","blue",1,1,8,1
"159","BQ2027_MB0155C",176855,177142,-1,95,"NA","-","BQ2027_MB0155C","CONSERVED HYPOTHETICAL PROTEIN","CAB5247860.1","CDS","bars","Mb0155c"," -",NA," len 95 aa. ",NA,"Rv0150c","blue","blue",1,1,8,1
"160","PE1",177733,179499,-1,588,"NA","PE1","BQ2027_MB0156C","pe family protein pe1","CAB5247861.1","CDS","bars","Mb0156c"," PE1",NA," len 588 aa. ",NA,"Rv0151c","blue","blue",1,1,8,1
"161","PE2",179509,181086,-1,525,"NA","PE2","BQ2027_MB0157C","pe family protein pe2","CAB5247862.1","CDS","bars","Mb0157c"," PE2",NA," len 525 aa. ",NA,"Rv0152c","blue","blue",1,1,8,1
"162","ptbB",181345,182175,-1,276,"NA","ptbB","BQ2027_MB0158C","PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase)","CAB5247863.1","CDS","bars","Mb0158c"," ptbB",NA," len 276 aa. ",NA,"Rv0153c","blue","blue",1,1,8,1
"163","fadE2",182177,183388,-1,403,"NA","fadE2","BQ2027_MB0159C","PROBABLE ACYL-CoA DEHYDROGENASE FADE2","CAB5247864.1","CDS","bars","Mb0159c"," fadE2",NA," len 403 aa. ",NA,"Rv0154c","blue","blue",1,1,8,1
"164","pntAa",183812,184912,1,366,"NA","pntAa","BQ2027_MB0160","PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAa [FIRST PART; CATALYTIC PART] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)","CAB5247865.1","CDS","bars","Mb0160"," pntAa",NA," len 366 aa. ",NA,"Rv0155","blue","blue",1,1,8,1
"165","pntAb",184913,185245,1,110,"NA","pntAb","BQ2027_MB0161","PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAb [SECOND PART; INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)","CAB5247866.1","CDS","bars","Mb0161"," pntAb",NA," len 110 aa. ",NA,"Rv0156","blue","blue",1,1,8,1
"166","pntB",185242,186669,1,475,"NA","pntB","BQ2027_MB0162","PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB [INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA)","CAB5247867.1","CDS","bars","Mb0162"," pntB",NA," len 475 aa. ",NA,"Rv0157","blue","blue",1,1,8,1
"167","BQ2027_MB0162A",186685,186813,-1,42,"NA","-","BQ2027_MB0162A","Conserved protein","CAB5247868.1","CDS","bars","Mb0162A"," len 42 aa. "," Rv0157A"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv0157A","blue","blue",1,1,8,1
"168","BQ2027_MB0163",186975,187619,1,214,"NA","-","BQ2027_MB0163","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)","CAB5247869.1","CDS","bars","Mb0163"," -",NA," len 214 aa. ",NA,"Rv0158","blue","blue",1,1,8,1
"169","PE3",187623,189029,-1,468,"NA","PE3","BQ2027_MB0164C","pe family protein pe3","CAB5247870.1","CDS","bars","Mb0164c"," PE3",NA," len 468 aa. ",NA,"Rv0159c","blue","blue",1,1,8,1
"170","PE4",189121,190629,-1,502,"NA","PE4","BQ2027_MB0165C","pe family protein pe4","CAB5247871.1","CDS","bars","Mb0165c"," PE4",NA," len 502 aa. ",NA,"Rv0160c","blue","blue",1,1,8,1
"171","BQ2027_MB0166",190797,192146,1,449,"NA","-","BQ2027_MB0166","possible oxidoreductase","CAB5247872.1","CDS","bars","Mb0166"," -",NA," len 449 aa. ",NA,"Rv0161","blue","blue",1,1,8,1
"172","adhE1",192174,193325,-1,383,"NA","adhE1","BQ2027_MB0167C","probable zinc-type alcohol dehydrogenase (e subunit) adhe1","CAB5247873.1","CDS","bars","Mb0167c"," adhE1",NA," len 383 aa. ",NA,"Rv0162c","blue","blue",1,1,8,1
"173","BQ2027_MB0168",193307,193762,1,151,"NA","-","BQ2027_MB0168","Propionyl-CoA thioesterase activity","CAB5247874.1","CDS","bars","Mb0168"," -",NA," len 151 aa. ",NA,"Rv0163","blue","blue",1,1,8,1
"174","TB18.5",193816,194301,1,161,"NA","TB18.5","BQ2027_MB0169","Cyclase/dehydrase family protein","CAB5247875.1","CDS","bars","Mb0169"," TB18.5",NA," len 161 aa. ",NA,"Rv0164","blue","blue",1,1,8,1
"175","mce1r",194315,195007,-1,230,"NA","mce1r","BQ2027_MB0170C","Probable transcriptional regulatory protein Mce1R (probably GntR-family)","CAB5247876.1","CDS","bars","Mb0170c"," len 230 aa. "," Rv0165c"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv0165c","blue","blue",1,1,8,1
"176","fadD5",195185,196849,1,554,"NA","fadD5","BQ2027_MB0172","PROBABLE FATTY-ACID-CoA LIGASE FADD5 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE)","CAB5247877.1","CDS","bars","Mb0172"," fadD5",NA," len 554 aa. ",NA,"Rv0166","blue","blue",1,1,8,1
"177","yrbE1A",197053,197850,1,265,"NA","yrbE1A","BQ2027_MB0173","conserved integral membrane protein yrbe1a","CAB5247878.1","CDS","bars","Mb0173"," yrbE1A",NA," len 265 aa. ",NA,"Rv0167","blue","blue",1,1,8,1
"178","yrbE1B",197852,198721,1,289,"NA","yrbE1B","BQ2027_MB0174","conserved integral membrane protein yrbe1b","CAB5247879.1","CDS","bars","Mb0174"," yrbE1B",NA," len 289 aa. ",NA,"Rv0168","blue","blue",1,1,8,1
"179","mce1A",198726,200090,1,454,"NA","mce1A","BQ2027_MB0175","MCE-FAMILY PROTEIN MCE1A","CAB5247880.1","CDS","bars","Mb0175"," mce1A",NA," len 454 aa. ",NA,"Rv0169","blue","blue",1,1,8,1
"180","mce1B",200087,201127,1,346,"NA","mce1B","BQ2027_MB0176","MCE-FAMILY PROTEIN MCE1B","CAB5247881.1","CDS","bars","Mb0176"," mce1B",NA," len 346 aa. ",NA,"Rv0170","blue","blue",1,1,8,1
"181","mce1C",201124,202671,1,515,"NA","mce1C","BQ2027_MB0177","MCE-FAMILY PROTEIN MCE1C","CAB5247882.1","CDS","bars","Mb0177"," mce1C",NA," len 515 aa. ",NA,"Rv0171","blue","blue",1,1,8,1
"182","mce1D",202668,204260,1,530,"NA","mce1D","BQ2027_MB0178","MCE-FAMILY PROTEIN MCE1D","CAB5247883.1","CDS","bars","Mb0178"," mce1D",NA," len 530 aa. ",NA,"Rv0172","blue","blue",1,1,8,1
"183","lprK",204257,205429,1,390,"NA","lprK","BQ2027_MB0179","POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E)","CAB5247884.1","CDS","bars","Mb0179"," lprK",NA," len 390 aa. ",NA,"Rv0173","blue","blue",1,1,8,1
"184","mce1F",205423,206970,1,515,"NA","mce1F","BQ2027_MB0180","MCE-FAMILY PROTEIN MCE1F","CAB5247885.1","CDS","bars","Mb0180"," mce1F",NA," len 515 aa. ",NA,"Rv0174","blue","blue",1,1,8,1
"185","BQ2027_MB0181",207006,207647,1,213,"NA","-","BQ2027_MB0181","PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN","CAB5247886.1","CDS","bars","Mb0181"," -",NA," len 213 aa. ",NA,"Rv0175","blue","blue",1,1,8,1
"186","BQ2027_MB0182",207644,208612,1,322,"NA","-","BQ2027_MB0182","PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN","CAB5247887.1","CDS","bars","Mb0182"," -",NA," len 322 aa. ",NA,"Rv0176","blue","blue",1,1,8,1
"187","BQ2027_MB0183",208609,209163,1,184,"NA","-","BQ2027_MB0183","PROBABLE CONSERVED MCE ASSOCIATED PROTEIN","CAB5247888.1","CDS","bars","Mb0183"," -",NA," len 184 aa. ",NA,"Rv0177","blue","blue",1,1,8,1
"188","BQ2027_MB0184",209130,209864,1,244,"NA","-","BQ2027_MB0184","PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN","CAB5247889.1","CDS","bars","Mb0184"," -",NA," len 244 aa. ",NA,"Rv0178","blue","blue",1,1,8,1
"189","lprO",209895,211004,-1,369,"NA","lprO","BQ2027_MB0185C","possible lipoprotein lpro","CAB5247890.1","CDS","bars","Mb0185c"," lprO",NA," len 369 aa. ",NA,"Rv0179c","blue","blue",1,1,8,1
"190","Mb0186c",211084,212442,-1,452,"NA","Mb0186c","BQ2027_MB0186C","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","CAB5247891.1","CDS","bars","Mb0186c -"," len 452 aa. "," Rv0180c"," len 452 aa",NA," Rv0180c","blue","blue",1,1,8,1
"191","BQ2027_MB0187C",212469,213203,-1,244,"NA","-","BQ2027_MB0187C","Pirin","CAB5247892.1","CDS","bars","Mb0187c"," -",NA," len 244 aa. ",NA,"Rv0181c","blue","blue",1,1,8,1
"192","sigG",213220,214332,-1,370,"NA","sigG","BQ2027_MB0188C","PROBABLE ALTERNATIVE RNA POLYMERASE SIGMA FACTOR SIGG (RNA POLYMERASE ECF TYPE SIGMA FACTOR)","CAB5247893.1","CDS","bars","Mb0188c"," sigG",NA," len 370 aa. ",NA,"Rv0182c","blue","blue",1,1,8,1
"193","BQ2027_MB0189",214280,215119,1,279,"NA","-","BQ2027_MB0189","POSSIBLE LYSOPHOSPHOLIPASE","CAB5247894.1","CDS","bars","Mb0189"," -",NA," len 279 aa. ",NA,"Rv0183","blue","blue",1,1,8,1
"194","BQ2027_MB0190",215161,215910,1,249,"NA","-","BQ2027_MB0190","CONSERVED HYPOTHETICAL PROTEIN","CAB5247895.1","CDS","bars","Mb0190"," -",NA," len 249 aa. ",NA,"Rv0184","blue","blue",1,1,8,1
"195","BQ2027_MB0191",215907,216416,1,169,"NA","-","BQ2027_MB0191","CONSERVED HYPOTHETICAL PROTEIN","CAB5247896.1","CDS","bars","Mb0191"," -",NA," len 169 aa. ",NA,"Rv0185","blue","blue",1,1,8,1
"196","bglS",216461,218536,1,691,"NA","bglS","BQ2027_MB0192","PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE)","CAB5247897.1","CDS","bars","Mb0192"," bglS",NA," len 691 aa. ",NA,"Rv0186","blue","blue",1,1,8,1
"197","mymT",218582,218743,-1,53,"NA","mymT","BQ2027_MB0192A","Metallothionein, MymT","CAB5247898.1","CDS","bars","Mb0192A"," len 53 aa. "," Rv0186A"," from Mycobacterium tuberculosis strain H37Rv",NA," Rv0186A","blue","blue",1,1,8,1
"198","BQ2027_MB0193",218897,219559,1,220,"NA","-","BQ2027_MB0193","PROBABLE O-METHYLTRANSFERASE","CAB5247899.1","CDS","bars","Mb0193"," -",NA," len 220 aa. ",NA,"Rv0187","blue","blue",1,1,8,1
"199","BQ2027_MB0194",219678,220109,1,143,"NA","-","BQ2027_MB0194","PROBABLE CONSERVED TRANSMEMBRANE PROTEIN","CAB5247900.1","CDS","bars","Mb0194"," -",NA," len 143 aa. ",NA,"Rv0188","blue","blue",1,1,8,1
"200","ilvD",220188,221915,-1,575,"NA","ilvD","BQ2027_MB0195C","PROBABLE DIHYDROXY-ACID DEHYDRATASE ILVD (DAD)","CAB5247901.1","CDS","bars","Mb0195c"," ilvD",NA," len 575 aa. ",NA,"Rv0189c","blue","blue",1,1,8,1
