Run,Assay Type,BioSample,Center Name,Consent,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,AvgSpotLen,Bases,Host,Collection_Date,BioSampleModel,isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,isolation_source,strain,collected_by,lat_lon,host_disease,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),sample_type,AssemblyName,sample_name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,title,Alias,INSDC_center_alias,ENA_CHECKLIST,subject_id,Biomaterial_provider,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,spoligotype,ArrayExpress-SPECIES,Genotype,VNTR,host_description,forward_read_length (run),MD5_checksum2 (run),MD5_checksum (run),reverse_read_length (run),REA,external_id,Submitter_Id,passage_history,identified_by,samp_size,common_name,lab_host,host_sex,geographic_location_(country_and/or_sea),host_health_state,host_scientific_name,Host_Age,host_tissue_sampled,doi_location,Description,env_biome,specific_host,env_feature,env_material,isol_growth_condt,num_replicons,ref_biomaterial,accession (run),object_status (run),study (run),analysis_type (exp),analysis_type (run),flowcell_barcode (run),gssr_id (exp),gssr_id (run),instrument_name (run),isolation-source,lane (run),library_type (exp)
SRR1792247,WGS,SAMN03300605,USDA-NVSL-DBL,public,SRX867909,Illumina MiSeq,250: 10-2603,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,3-Oct,SRP053287,PRJNA251692,966275289,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",365,1379170332,Cattle,2010,Pathogen.cl,MB556,USA,North America,USA:SD,Tissue,3-Oct,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791866,WGS,SAMN03300224,USDA-NVSL-DBL,public,SRX867528,Illumina MiSeq,250: 03-2614,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-Mar,SRP053287,PRJNA251692,125189739,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",484,182633740,Cattle,2003,Pathogen.cl,MB175,USA,North America,USA:CA,Tissue,14-Mar,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792113,WGS,SAMN03300471,USDA-NVSL-DBL,public,SRX867775,Illumina MiSeq,250: 08-2614,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-Aug,SRP053287,PRJNA251692,260872809,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",473,421380557,Cattle,2008,Pathogen.cl,MB422,Mexico,North America,Mexico,Tissue,14-Aug,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791867,WGS,SAMN03300225,USDA-NVSL-DBL,public,SRX867529,Illumina MiSeq,250: 03-2617,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,17-Mar,SRP053287,PRJNA251692,274835993,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",482,415445286,Cattle,2003,Pathogen.cl,MB176,USA,North America,USA:CA,Tissue,17-Mar,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791868,WGS,SAMN03300226,USDA-NVSL-DBL,public,SRX867530,Illumina MiSeq,250: 03-2620,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,20-Mar,SRP053287,PRJNA251692,263857150,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",461,396290474,Cattle,2003,Pathogen.cl,MB177,USA,North America,USA:CA,Tissue,20-Mar,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791869,WGS,SAMN03300227,USDA-NVSL-DBL,public,SRX867531,Illumina MiSeq,250: 03-2622,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,22-Mar,SRP053287,PRJNA251692,277893306,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",463,413817265,Cattle,2003,Pathogen.cl,MB178,USA,North America,USA:CA,Tissue,22-Mar,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791870,WGS,SAMN03300228,USDA-NVSL-DBL,public,SRX867532,Illumina MiSeq,250: 03-2629,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,29-Mar,SRP053287,PRJNA251692,138734147,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",468,194342555,Cattle,2003,Pathogen.cl,MB179,USA,North America,USA:CA,Tissue,29-Mar,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792114,WGS,SAMN03300472,USDA-NVSL-DBL,public,SRX867776,Illumina MiSeq,250: 08-2629,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,29-Aug,SRP053287,PRJNA251692,719793800,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",448,1026664364,Cattle,2008,Pathogen.cl,MB423,USA,North America,USA:MN,Tissue,29-Aug,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792115,WGS,SAMN03300473,USDA-NVSL-DBL,public,SRX867777,Illumina MiSeq,250: 08-2630,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,30-Aug,SRP053287,PRJNA251692,724767390,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",445,1082284957,Cattle,2008,Pathogen.cl,MB424,USA,North America,USA:MN,Tissue,30-Aug,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792116,WGS,SAMN03300474,USDA-NVSL-DBL,public,SRX867778,Illumina MiSeq,250: 08-2634,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Aug-34,SRP053287,PRJNA251692,396050893,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",469,681829146,Cattle,2008,Pathogen.cl,MB425,USA,North America,USA:MN,Tissue,Aug-34,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791722,WGS,SAMN03300080,USDA-NVSL-DBL,public,SRX867384,Illumina MiSeq,250: 01-2656,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Jan-56,SRP053287,PRJNA251692,272337205,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",470,415421402,Cattle,2001,Pathogen.cl,MB31,Mexico,North America,Mexico,Tissue,Jan-56,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791911,WGS,SAMN03300269,USDA-NVSL-DBL,public,SRX867573,Illumina MiSeq,250: 04-2676,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Apr-76,SRP053287,PRJNA251692,454157823,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",475,672550055,Cattle,2004,Pathogen.cl,MB220,USA,North America,USA:CA,Tissue,Apr-76,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791796,WGS,SAMN03300154,USDA-NVSL-DBL,public,SRX867458,Illumina MiSeq,250: 02-2680,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-80,SRP053287,PRJNA251692,478260144,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",451,749217272,Cattle,2002,Pathogen.cl,MB105,Mexico,North America,Mexico,Tissue,Feb-80,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791871,WGS,SAMN03300229,USDA-NVSL-DBL,public,SRX867533,Illumina MiSeq,250: 03-2704,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,4-Mar,SRP053287,PRJNA251692,423220764,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",471,619569627,Cattle,2003,Pathogen.cl,MB180,Mexico,North America,Mexico,Tissue,4-Mar,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791723,WGS,SAMN03300081,USDA-NVSL-DBL,public,SRX867385,Illumina MiSeq,250: 01-2757,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Jan-57,SRP053287,PRJNA251692,102191415,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",470,198300490,Cattle,2001,Pathogen.cl,MB32,USA,North America,USA:CO,Tissue,Jan-57,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792331,WGS,SAMN03300689,USDA-NVSL-DBL,public,SRX867993,Illumina MiSeq,250: 12-2775,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Dec-75,SRP053287,PRJNA251692,402731238,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",450,688693136,Cattle,2012,Pathogen.cl,MB640,USA,North America,USA:MI,Tissue,Dec-75,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791873,WGS,SAMN03300231,USDA-NVSL-DBL,public,SRX867535,Illumina HiSeq 2000,250: 03-2859,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Mar-59,SRP053287,PRJNA251692,285895982,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",108,422891820,Cattle,2003,Pathogen.cl,MB182,USA,North America,USA:NM,Tissue,Mar-59,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792118,WGS,SAMN03300476,USDA-NVSL-DBL,public,SRX867780,Illumina MiSeq,250: 08-2906,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,6-Aug,SRP053287,PRJNA251692,595267153,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",457,890770878,Cattle,2008,Pathogen.cl,MB427,Mexico,North America,Mexico,Tissue,6-Aug,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791874,WGS,SAMN03300232,USDA-NVSL-DBL,public,SRX867536,Illumina MiSeq,250: 03-2925,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,25-Mar,SRP053287,PRJNA251692,176242347,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",468,253713143,Cattle,2003,Pathogen.cl,MB183,USA,North America,USA:MI,Tissue,25-Mar,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791724,WGS,SAMN03300082,USDA-NVSL-DBL,public,SRX867386,Illumina MiSeq,250: 01-2934,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Jan-34,SRP053287,PRJNA251692,345038155,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",473,525545036,Cattle,2001,Pathogen.cl,MB33,Mexico,North America,Mexico,Tissue,Jan-34,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791875,WGS,SAMN03300233,USDA-NVSL-DBL,public,SRX867537,Illumina MiSeq,250: 03-2994,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Mar-94,SRP053287,PRJNA251692,270833779,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",478,423840666,Cattle,2003,Pathogen.cl,MB184,USA,North America,USA:CA,Tissue,Mar-94,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791876,WGS,SAMN03300234,USDA-NVSL-DBL,public,SRX867538,Illumina MiSeq,250: 03-2995,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Mar-95,SRP053287,PRJNA251692,336038174,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",472,555038186,Cattle,2003,Pathogen.cl,MB185,USA,North America,USA:CA,Tissue,Mar-95,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792332,WGS,SAMN03300690,USDA-NVSL-DBL,public,SRX867994,Illumina MiSeq,250: 12-3012,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,12-Dec,SRP053287,PRJNA251692,706370431,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",440,1186908448,Cattle,2012,Pathogen.cl,MB641,USA,North America,USA:CA,Tissue,12-Dec,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791797,WGS,SAMN03300155,USDA-NVSL-DBL,public,SRX867459,Illumina MiSeq,250: 02-3019,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,19-Feb,SRP053287,PRJNA251692,458960058,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",474,719456608,Cattle,2002,Pathogen.cl,MB106,Mexico,North America,Mexico,Tissue,19-Feb,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791798,WGS,SAMN03300156,USDA-NVSL-DBL,public,SRX867460,Illumina MiSeq,250: 02-3096,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-96,SRP053287,PRJNA251692,414101786,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",472,642702874,Cattle,2002,Pathogen.cl,MB107,Mexico,North America,Mexico,Tissue,Feb-96,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791944,WGS,SAMN03300302,USDA-NVSL-DBL,public,SRX867606,Illumina MiSeq,250: 05-3100,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,May-00,SRP053287,PRJNA251692,622243471,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",446,964131520,Cattle,2005,Pathogen.cl,MB253,USA,North America,USA:AZ,Tissue,May-00,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791912,WGS,SAMN03300270,USDA-NVSL-DBL,public,SRX867574,Illumina MiSeq,250: 04-3121,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,21-Apr,SRP053287,PRJNA251692,57651385,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",108,89304876,Cattle,2004,Pathogen.cl,MB221,Mexico,North America,Mexico,Tissue,21-Apr,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791799,WGS,SAMN03300157,USDA-NVSL-DBL,public,SRX867461,Illumina MiSeq,250: 02-3165,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-65,SRP053287,PRJNA251692,374911678,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",471,567523558,Cattle,2002,Pathogen.cl,MB108,Mexico,North America,Mexico,Tissue,Feb-65,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791800,WGS,SAMN03300158,USDA-NVSL-DBL,public,SRX867462,Illumina MiSeq,250: 02-3168,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-68,SRP053287,PRJNA251692,488776271,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",476,780009280,Cattle,2002,Pathogen.cl,MB109,Mexico,North America,Mexico,Tissue,Feb-68,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791725,WGS,SAMN03300083,USDA-NVSL-DBL,public,SRX867387,Illumina MiSeq,250: 01-3176,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Jan-76,SRP053287,PRJNA251692,362623287,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",472,565167696,Cattle,2001,Pathogen.cl,MB34,Mexico,North America,Mexico,Tissue,Jan-76,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792005,WGS,SAMN03300363,USDA-NVSL-DBL,public,SRX867667,Illumina MiSeq,250: 06-3192,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Jun-92,SRP053287,PRJNA251692,800941984,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",418,1187161229,Cattle,2006,Pathogen.cl,MB314,Mexico,North America,Mexico,Tissue,Jun-92,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792173,WGS,SAMN03300531,USDA-NVSL-DBL,public,SRX867835,Illumina HiSeq 2000,250: 09-3201,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2017-10-13T00:00:00Z,1-Sep,SRP053287,PRJNA251692,512177652,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",108,603687924,Cattle,2009,Pathogen.cl,MB482,USA,North America,USA:SD,Tissue,1-Sep,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791945,WGS,SAMN03300303,USDA-NVSL-DBL,public,SRX867607,Illumina MiSeq,250: 05-3214,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,14-May,SRP053287,PRJNA251692,107129460,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",481,188972538,Cattle,2005,Pathogen.cl,MB254,Mexico,North America,Mexico,Tissue,14-May,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792249,WGS,SAMN03300607,USDA-NVSL-DBL,public,SRX867911,Illumina HiSeq 2000,250: 10-3273,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2017-10-13T00:00:00Z,Oct-73,SRP053287,PRJNA251692,1136015709,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",108,1362714516,Cattle,2010,Pathogen.cl,MB558,USA,North America,USA:SD,Tissue,Oct-73,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791801,WGS,SAMN03300159,USDA-NVSL-DBL,public,SRX867463,Illumina MiSeq,250: 02-3276,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Feb-76,SRP053287,PRJNA251692,486313334,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",462,647739228,Cattle,2002,Pathogen.cl,MB110,Mexico,North America,Mexico,Tissue,Feb-76,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791727,WGS,SAMN03300085,USDA-NVSL-DBL,public,SRX867389,Illumina MiSeq,250: 01-3302,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,2-Jan,SRP053287,PRJNA251692,94410025,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",465,166054076,Cattle,2001,Pathogen.cl,MB36,Mexico,North America,Mexico,Tissue,2-Jan,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791802,WGS,SAMN03300160,USDA-NVSL-DBL,public,SRX867464,Illumina MiSeq,250: 02-3307,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,7-Feb,SRP053287,PRJNA251692,284002047,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",465,425050074,Cattle,2002,Pathogen.cl,MB111,Mexico,North America,Mexico,Tissue,7-Feb,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792006,WGS,SAMN03300364,USDA-NVSL-DBL,public,SRX867668,Illumina MiSeq,250: 06-3322,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,22-Jun,SRP053287,PRJNA251692,477756550,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",470,688619053,Cattle,2006,Pathogen.cl,MB315,USA,North America,USA:MN,Tissue,22-Jun,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792175,WGS,SAMN03300533,USDA-NVSL-DBL,public,SRX867837,Illumina MiSeq,250: 09-3328,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,28-Sep,SRP053287,PRJNA251692,415433595,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",458,666709627,Cattle,2009,Pathogen.cl,MB484,USA,North America,USA:CA,Tissue,28-Sep,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1792176,WGS,SAMN03300534,USDA-NVSL-DBL,public,SRX867838,Illumina HiSeq 2000,250: 09-3330,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2017-10-13T00:00:00Z,30-Sep,SRP053287,PRJNA251692,504769203,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",108,629348292,Cattle,2009,Pathogen.cl,MB485,USA,North America,USA:CA,Tissue,30-Sep,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1791877,WGS,SAMN03300235,USDA-NVSL-DBL,public,SRX867539,Illumina MiSeq,250: 03-3339,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-03-11T00:00:00Z,Mar-39,SRP053287,PRJNA251692,172548934,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",484,307080721,Cattle,2003,Pathogen.cl,MB186,Mexico,North America,Mexico,Tissue,Mar-39,Not Collected,Not Collected,Bovine Tuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
