Name	n_Nucleotides	n_Sequences	Percent_GC	Percent_Identical Sites	Percent_Pairwise_Identity	Created	Created Date	Description	Free end gaps	Max Sequence Length	Mean Coverage	Min Sequence Length	Modified	Ref Seq Index	Ref Seq Length	Ref Seq Name	Sequence_Length	Size	Topology	URN
atpB.aln	365079	851	55.9%	100.0%	100.0%	Tue Oct 05 22:13:26 EDT 2021	Tue Oct 05 22:13:26 EDT 2021	Alignment of 851 sequences	true	429	851.0	429	Wed Oct 06 07:29:06 EDT 2021	-1	0		429	129 KB	linear	urn:local:.:onr-dxz06zo
atpC.aln	311466	851	64.2%	99.2%	100.0%	Tue Oct 05 22:13:26 EDT 2021	Tue Oct 05 22:13:26 EDT 2021	Alignment of 851 sequences	true	366	851.0	366	Wed Oct 06 07:29:06 EDT 2021	-1	0		366	116 KB	linear	urn:local:.:ons-dxz06zo
atpD.aln	1243311	851	63.5%	99.8%	100.0%	Tue Oct 05 22:13:26 EDT 2021	Tue Oct 05 22:13:26 EDT 2021	Alignment of 851 sequences	true	1461	851.0	1461	Wed Oct 06 07:29:06 EDT 2021	-1	0		1461	347 KB	linear	urn:local:.:ont-dxz06zo
atpF.aln	439116	851	61.6%	99.2%	100.0%	Tue Oct 05 22:13:26 EDT 2021	Tue Oct 05 22:13:26 EDT 2021	Alignment of 851 sequences	true	516	851.0	516	Wed Oct 06 07:29:06 EDT 2021	-1	0		516	147 KB	linear	urn:local:.:onu-dxz06zo
atpFH.aln	1141191	851	64.3%	99.6%	100.0%	Tue Oct 05 22:13:26 EDT 2021	Tue Oct 05 22:13:26 EDT 2021	Alignment of 851 sequences	true	1341	851.0	1341	Wed Oct 06 07:29:06 EDT 2021	-1	0		1341	322 KB	linear	urn:local:.:onv-dxz06zo
atpG.aln	781218	851	62.8%	99.6%	100.0%	Tue Oct 05 22:13:27 EDT 2021	Tue Oct 05 22:13:27 EDT 2021	Alignment of 851 sequences	true	918	851.0	918	Wed Oct 06 07:29:06 EDT 2021	-1	0		918	231 KB	linear	urn:local:.:onw-dxz06zo
atpH.aln	209346	851	62.6%	99.2%	100.0%	Tue Oct 05 22:13:27 EDT 2021	Tue Oct 05 22:13:27 EDT 2021	Alignment of 851 sequences	true	246	851.0	246	Wed Oct 06 07:29:06 EDT 2021	-1	0		246	91 KB	linear	urn:local:.:onx-dxz06zo
aviRb.aln	666333	851	69.7%	99.1%	100.0%	Tue Oct 05 22:13:27 EDT 2021	Tue Oct 05 22:13:27 EDT 2021	Alignment of 851 sequences	true	783	851.0	783	Wed Oct 06 07:29:06 EDT 2021	-1	0		783	203 KB	linear	urn:local:.:ony-dxz06zo
bacC_2.aln	658674	851	63.7%	99.9%	100.0%	Tue Oct 05 22:13:27 EDT 2021	Tue Oct 05 22:13:27 EDT 2021	Alignment of 851 sequences	true	774	851.0	774	Wed Oct 06 07:29:06 EDT 2021	-1	0		774	201 KB	linear	urn:local:.:onz-dxz06zo
baeB.aln	607614	851	61.6%	99.0%	100.0%	Tue Oct 05 22:13:27 EDT 2021	Tue Oct 05 22:13:27 EDT 2021	Alignment of 851 sequences	true	714	851.0	714	Wed Oct 06 07:29:06 EDT 2021	-1	0		714	188 KB	linear	urn:local:.:oo0-dxz06zo
baiA.aln	666333	851	66.4%	99.5%	100.0%	Tue Oct 05 22:13:28 EDT 2021	Tue Oct 05 22:13:28 EDT 2021	Alignment of 851 sequences	true	783	851.0	783	Wed Oct 06 07:29:06 EDT 2021	-1	0		783	203 KB	linear	urn:local:.:oo1-dxz06zo
baiE.aln	418692	851	62.4%	99.4%	100.0%	Tue Oct 05 22:13:28 EDT 2021	Tue Oct 05 22:13:28 EDT 2021	Alignment of 851 sequences	true	492	851.0	492	Wed Oct 06 07:29:05 EDT 2021	-1	0		492	142 KB	linear	urn:local:.:oo2-dxz06zo
bauC.aln	529322	851	69.1%	60.3%	99.9%	Tue Oct 05 22:13:28 EDT 2021	Tue Oct 05 22:13:28 EDT 2021	Alignment of 851 sequences	true	622	851.0	622	Wed Oct 06 07:29:05 EDT 2021	-1	0		622	169 KB	linear	urn:local:.:oo3-dxz06zo
bcp.aln	403374	851	62.8%	99.4%	99.9%	Tue Oct 05 22:13:28 EDT 2021	Tue Oct 05 22:13:28 EDT 2021	Alignment of 851 sequences	true	474	851.0	474	Wed Oct 06 07:29:05 EDT 2021	-1	0		474	138 KB	linear	urn:local:.:oo4-dxz06zo
bcpB.aln	395715	851	61.3%	99.8%	100.0%	Tue Oct 05 22:13:28 EDT 2021	Tue Oct 05 22:13:28 EDT 2021	Alignment of 851 sequences	true	465	851.0	465	Wed Oct 06 07:29:05 EDT 2021	-1	0		465	137 KB	linear	urn:local:.:oo5-dxz06zo
betA.aln	939504	851	64.1%	99.6%	100.0%	Tue Oct 05 22:13:29 EDT 2021	Tue Oct 05 22:13:29 EDT 2021	Alignment of 851 sequences	true	1104	851.0	1104	Wed Oct 06 07:29:05 EDT 2021	-1	0		1104	272 KB	linear	urn:local:.:oo6-dxz06zo
betB~~~gabD1.aln	1169274	851	67.2%	99.4%	100.0%	Tue Oct 05 22:13:29 EDT 2021	Tue Oct 05 22:13:29 EDT 2021	Alignment of 851 sequences	true	1374	851.0	1374	Wed Oct 06 07:29:05 EDT 2021	-1	0		1374	329 KB	linear	urn:local:.:oo7-dxz06zo
betB~~~geoB.aln	984607	851	64.8%	99.5%	100.0%	Tue Oct 05 22:13:29 EDT 2021	Tue Oct 05 22:13:29 EDT 2021	Alignment of 851 sequences	true	1157	851.0	1157	Wed Oct 06 07:29:05 EDT 2021	-1	0		1157	284 KB	linear	urn:local:.:oo8-dxz06zo
betI_1.aln	513153	851	64.7%	99.3%	100.0%	Tue Oct 05 22:13:29 EDT 2021	Tue Oct 05 22:13:29 EDT 2021	Alignment of 851 sequences	true	603	851.0	603	Wed Oct 06 07:29:05 EDT 2021	-1	0		603	165 KB	linear	urn:local:.:oo9-dxz06zo
betI_2.aln	584637	851	63.9%	100.0%	100.0%	Tue Oct 05 22:13:30 EDT 2021	Tue Oct 05 22:13:30 EDT 2021	Alignment of 851 sequences	true	687	851.0	687	Wed Oct 06 07:29:05 EDT 2021	-1	0		687	182 KB	linear	urn:local:.:ooa-dxz06zo
betI_3.aln	576978	851	65.6%	99.1%	100.0%	Tue Oct 05 22:13:30 EDT 2021	Tue Oct 05 22:13:30 EDT 2021	Alignment of 851 sequences	true	678	851.0	678	Wed Oct 06 07:29:05 EDT 2021	-1	0		678	181 KB	linear	urn:local:.:oob-dxz06zo
betS.aln	1516482	851	61.6%	99.7%	100.0%	Tue Oct 05 22:13:30 EDT 2021	Tue Oct 05 22:13:30 EDT 2021	Alignment of 851 sequences	true	1782	851.0	1782	Wed Oct 06 07:29:05 EDT 2021	-1	0		1782	414 KB	linear	urn:local:.:ooc-dxz06zo
bfr.aln	408480	851	56.7%	99.6%	100.0%	Tue Oct 05 22:13:30 EDT 2021	Tue Oct 05 22:13:30 EDT 2021	Alignment of 851 sequences	true	480	851.0	480	Wed Oct 06 07:29:04 EDT 2021	-1	0		480	139 KB	linear	urn:local:.:ood-dxz06zo
bfrB.aln	464646	851	59.7%	99.1%	100.0%	Tue Oct 05 22:13:30 EDT 2021	Tue Oct 05 22:13:30 EDT 2021	Alignment of 851 sequences	true	546	851.0	546	Wed Oct 06 07:29:04 EDT 2021	-1	0		546	153 KB	linear	urn:local:.:ooe-dxz06zo
bicA.aln	1189698	851	63.1%	99.6%	100.0%	Tue Oct 05 22:13:31 EDT 2021	Tue Oct 05 22:13:31 EDT 2021	Alignment of 851 sequences	true	1398	851.0	1398	Wed Oct 06 07:29:04 EDT 2021	-1	0		1398	334 KB	linear	urn:local:.:oof-dxz06zo
bioA.aln	1174380	851	69.2%	99.7%	100.0%	Tue Oct 05 22:13:31 EDT 2021	Tue Oct 05 22:13:31 EDT 2021	Alignment of 851 sequences	true	1380	851.0	1380	Wed Oct 06 07:29:04 EDT 2021	-1	0		1380	329 KB	linear	urn:local:.:oog-dxz06zo
bioB.aln	934398	851	67.2%	99.5%	100.0%	Tue Oct 05 22:13:31 EDT 2021	Tue Oct 05 22:13:31 EDT 2021	Alignment of 851 sequences	true	1098	851.0	1098	Wed Oct 06 07:29:04 EDT 2021	-1	0		1098	271 KB	linear	urn:local:.:ooh-dxz06zo
bioD.aln	579531	851	72.7%	99.4%	100.0%	Tue Oct 05 22:13:32 EDT 2021	Tue Oct 05 22:13:32 EDT 2021	Alignment of 851 sequences	true	681	851.0	681	Wed Oct 06 07:29:04 EDT 2021	-1	0		681	182 KB	linear	urn:local:.:ooi-dxz06zo
bioF1.aln	988011	851	72.4%	99.7%	100.0%	Tue Oct 05 22:13:32 EDT 2021	Tue Oct 05 22:13:32 EDT 2021	Alignment of 851 sequences	true	1161	851.0	1161	Wed Oct 06 07:29:04 EDT 2021	-1	0		1161	284 KB	linear	urn:local:.:ooj-dxz06zo
birA.aln	681651	851	67.5%	99.6%	100.0%	Tue Oct 05 22:13:32 EDT 2021	Tue Oct 05 22:13:32 EDT 2021	Alignment of 851 sequences	true	801	851.0	801	Wed Oct 06 07:29:04 EDT 2021	-1	0		801	207 KB	linear	urn:local:.:ook-dxz06zo
bkdA.aln	913974	851	64.3%	99.6%	100.0%	Tue Oct 05 22:13:32 EDT 2021	Tue Oct 05 22:13:32 EDT 2021	Alignment of 851 sequences	true	1074	851.0	1074	Wed Oct 06 07:29:04 EDT 2021	-1	0		1074	266 KB	linear	urn:local:.:ool-dxz06zo
bkdC.aln	1005882	851	65.4%	99.7%	100.0%	Tue Oct 05 22:13:33 EDT 2021	Tue Oct 05 22:13:33 EDT 2021	Alignment of 851 sequences	true	1182	851.0	1182	Wed Oct 06 07:29:04 EDT 2021	-1	0		1182	289 KB	linear	urn:local:.:oom-dxz06zo
blaC.aln	727605	851	66.5%	99.5%	100.0%	Tue Oct 05 22:13:33 EDT 2021	Tue Oct 05 22:13:33 EDT 2021	Alignment of 851 sequences	true	855	851.0	855	Wed Oct 06 07:29:04 EDT 2021	-1	0		855	218 KB	linear	urn:local:.:oon-dxz06zo
blaI.aln	189773	851	62.8%	100.0%	100.0%	Tue Oct 05 22:13:33 EDT 2021	Tue Oct 05 22:13:33 EDT 2021	Alignment of 851 sequences	true	223	851.0	223	Wed Oct 06 07:29:03 EDT 2021	-1	0		223	86 KB	linear	urn:local:.:ooo-dxz06zo
bluB.aln	571872	851	66.1%	99.3%	100.0%	Tue Oct 05 22:13:33 EDT 2021	Tue Oct 05 22:13:33 EDT 2021	Alignment of 851 sequences	true	672	851.0	672	Wed Oct 06 07:29:03 EDT 2021	-1	0		672	179 KB	linear	urn:local:.:oop-dxz06zo
bmr3.aln	277426	851	69.9%	58.3%	99.7%	Tue Oct 05 22:13:33 EDT 2021	Tue Oct 05 22:13:33 EDT 2021	Alignment of 851 sequences	true	326	851.0	326	Wed Oct 06 07:29:03 EDT 2021	-1	0		326	107 KB	linear	urn:local:.:ooq-dxz06zo
bpa.aln	444222	851	65.7%	98.5%	100.0%	Tue Oct 05 22:13:33 EDT 2021	Tue Oct 05 22:13:33 EDT 2021	Alignment of 851 sequences	true	522	851.0	522	Wed Oct 06 07:29:03 EDT 2021	-1	0		522	148 KB	linear	urn:local:.:oor-dxz06zo
bpoC_1.aln	671439	851	64.6%	99.7%	100.0%	Tue Oct 05 22:13:34 EDT 2021	Tue Oct 05 22:13:34 EDT 2021	Alignment of 851 sequences	true	789	851.0	789	Wed Oct 06 07:29:03 EDT 2021	-1	0		789	204 KB	linear	urn:local:.:oos-dxz06zo
btuD~~~oppC.aln	733562	851	64.0%	99.2%	100.0%	Tue Oct 05 22:13:34 EDT 2021	Tue Oct 05 22:13:34 EDT 2021	Alignment of 851 sequences	true	862	851.0	862	Wed Oct 06 07:29:03 EDT 2021	-1	0		862	219 KB	linear	urn:local:.:oot-dxz06zo
btuR.aln	531024	851	65.2%	99.5%	100.0%	Tue Oct 05 22:13:34 EDT 2021	Tue Oct 05 22:13:34 EDT 2021	Alignment of 851 sequences	true	624	851.0	624	Wed Oct 06 07:29:03 EDT 2021	-1	0		624	169 KB	linear	urn:local:.:oou-dxz06zo
cadI.aln	390609	851	63.8%	99.3%	100.0%	Tue Oct 05 22:13:35 EDT 2021	Tue Oct 05 22:13:35 EDT 2021	Alignment of 851 sequences	true	459	851.0	459	Wed Oct 06 07:29:03 EDT 2021	-1	0		459	135 KB	linear	urn:local:.:oov-dxz06zo
caeA.aln	1325007	851	65.7%	99.7%	100.0%	Tue Oct 05 22:13:35 EDT 2021	Tue Oct 05 22:13:35 EDT 2021	Alignment of 851 sequences	true	1557	851.0	1557	Wed Oct 06 07:29:03 EDT 2021	-1	0		1557	367 KB	linear	urn:local:.:oow-dxz06zo
caeB_2.aln	1325007	851	68.0%	99.8%	100.0%	Tue Oct 05 22:13:35 EDT 2021	Tue Oct 05 22:13:35 EDT 2021	Alignment of 851 sequences	true	1557	851.0	1557	Wed Oct 06 07:29:03 EDT 2021	-1	0		1557	367 KB	linear	urn:local:.:oox-dxz06zo
caiA_1.aln	1031412	851	67.2%	99.5%	100.0%	Tue Oct 05 22:13:35 EDT 2021	Tue Oct 05 22:13:35 EDT 2021	Alignment of 851 sequences	true	1212	851.0	1212	Wed Oct 06 07:29:02 EDT 2021	-1	0		1212	294 KB	linear	urn:local:.:ooy-dxz06zo
caiA_1~~~caiA_5.aln	1456912	851	67.2%	99.4%	100.0%	Tue Oct 05 22:13:36 EDT 2021	Tue Oct 05 22:13:36 EDT 2021	Alignment of 851 sequences	true	1712	851.0	1712	Wed Oct 06 07:29:02 EDT 2021	-1	0		1712	399 KB	linear	urn:local:.:ooz-dxz06zo
caiA_2.aln	1026306	851	62.5%	99.4%	100.0%	Tue Oct 05 22:13:36 EDT 2021	Tue Oct 05 22:13:36 EDT 2021	Alignment of 851 sequences	true	1206	851.0	1206	Wed Oct 06 07:29:02 EDT 2021	-1	0		1206	294 KB	linear	urn:local:.:op0-dxz06zo
caiA_3.aln	1197357	851	67.1%	99.9%	100.0%	Tue Oct 05 22:13:36 EDT 2021	Tue Oct 05 22:13:36 EDT 2021	Alignment of 851 sequences	true	1407	851.0	1407	Wed Oct 06 07:29:02 EDT 2021	-1	0		1407	335 KB	linear	urn:local:.:op1-dxz06zo
caiD_1.aln	673992	851	69.7%	99.9%	100.0%	Tue Oct 05 22:13:37 EDT 2021	Tue Oct 05 22:13:37 EDT 2021	Alignment of 851 sequences	true	792	851.0	792	Wed Oct 06 07:29:02 EDT 2021	-1	0		792	204 KB	linear	urn:local:.:op2-dxz06zo
caiD_2.aln	592296	851	63.5%	99.6%	100.0%	Tue Oct 05 22:13:37 EDT 2021	Tue Oct 05 22:13:37 EDT 2021	Alignment of 851 sequences	true	696	851.0	696	Wed Oct 06 07:29:02 EDT 2021	-1	0		696	184 KB	linear	urn:local:.:op3-dxz06zo
caiD_3.aln	883338	851	65.5%	99.8%	100.0%	Tue Oct 05 22:13:37 EDT 2021	Tue Oct 05 22:13:37 EDT 2021	Alignment of 851 sequences	true	1038	851.0	1038	Wed Oct 06 07:29:02 EDT 2021	-1	0		1038	258 KB	linear	urn:local:.:op4-dxz06zo
caiD_4.aln	291042	851	66.1%	99.7%	100.0%	Tue Oct 05 22:13:37 EDT 2021	Tue Oct 05 22:13:37 EDT 2021	Alignment of 851 sequences	true	342	851.0	342	Wed Oct 06 07:29:02 EDT 2021	-1	0		342	111 KB	linear	urn:local:.:op5-dxz06zo
car.aln	2984457	851	66.1%	99.5%	100.0%	Tue Oct 05 22:13:38 EDT 2021	Tue Oct 05 22:13:38 EDT 2021	Alignment of 851 sequences	true	3507	851.0	3507	Wed Oct 06 07:29:02 EDT 2021	-1	0		3507	774 KB	linear	urn:local:.:op6-dxz06zo
carA.aln	962481	851	67.7%	99.2%	100.0%	Tue Oct 05 22:13:38 EDT 2021	Tue Oct 05 22:13:38 EDT 2021	Alignment of 851 sequences	true	1131	851.0	1131	Wed Oct 06 07:29:01 EDT 2021	-1	0		1131	278 KB	linear	urn:local:.:op7-dxz06zo
carB_1.aln	1534353	851	68.0%	99.8%	100.0%	Tue Oct 05 22:13:39 EDT 2021	Tue Oct 05 22:13:39 EDT 2021	Alignment of 851 sequences	true	1803	851.0	1803	Wed Oct 06 07:29:01 EDT 2021	-1	0		1803	418 KB	linear	urn:local:.:op8-dxz06zo
carB_2.aln	2318124	851	66.5%	99.7%	100.0%	Tue Oct 05 22:13:39 EDT 2021	Tue Oct 05 22:13:39 EDT 2021	Alignment of 851 sequences	true	2724	851.0	2724	Wed Oct 06 07:29:01 EDT 2021	-1	0		2724	610 KB	linear	urn:local:.:op9-dxz06zo
carD.aln	416139	851	58.9%	99.6%	100.0%	Tue Oct 05 22:13:39 EDT 2021	Tue Oct 05 22:13:39 EDT 2021	Alignment of 851 sequences	true	489	851.0	489	Wed Oct 06 07:29:01 EDT 2021	-1	0		489	142 KB	linear	urn:local:.:opa-dxz06zo
cas6.aln	671439	851	63.0%	99.4%	99.9%	Tue Oct 05 22:13:40 EDT 2021	Tue Oct 05 22:13:40 EDT 2021	Alignment of 851 sequences	true	789	851.0	789	Wed Oct 06 07:29:01 EDT 2021	-1	0		789	204 KB	linear	urn:local:.:opb-dxz06zo
cbiX.aln	691863	851	69.1%	99.5%	100.0%	Tue Oct 05 22:13:40 EDT 2021	Tue Oct 05 22:13:40 EDT 2021	Alignment of 851 sequences	true	813	851.0	813	Wed Oct 06 07:29:01 EDT 2021	-1	0		813	209 KB	linear	urn:local:.:opc-dxz06zo
cca.aln	428904	851	66.3%	99.8%	100.0%	Tue Oct 05 22:13:40 EDT 2021	Tue Oct 05 22:13:40 EDT 2021	Alignment of 851 sequences	true	504	851.0	504	Wed Oct 06 07:29:01 EDT 2021	-1	0		504	144 KB	linear	urn:local:.:opd-dxz06zo
ccs1.aln	990564	851	69.4%	99.5%	100.0%	Tue Oct 05 22:13:40 EDT 2021	Tue Oct 05 22:13:40 EDT 2021	Alignment of 851 sequences	true	1164	851.0	1164	Wed Oct 06 07:29:01 EDT 2021	-1	0		1164	284 KB	linear	urn:local:.:ope-dxz06zo
ccsA.aln	829725	851	68.1%	99.5%	100.0%	Tue Oct 05 22:13:41 EDT 2021	Tue Oct 05 22:13:41 EDT 2021	Alignment of 851 sequences	true	975	851.0	975	Wed Oct 06 07:29:01 EDT 2021	-1	0		975	243 KB	linear	urn:local:.:opf-dxz06zo
cdd.aln	342102	851	66.9%	99.8%	100.0%	Tue Oct 05 22:13:41 EDT 2021	Tue Oct 05 22:13:41 EDT 2021	Alignment of 851 sequences	true	402	851.0	402	Wed Oct 06 07:29:00 EDT 2021	-1	0		402	123 KB	linear	urn:local:.:opg-dxz06zo
cdh.aln	722499	851	58.4%	99.6%	100.0%	Tue Oct 05 22:13:41 EDT 2021	Tue Oct 05 22:13:41 EDT 2021	Alignment of 851 sequences	true	849	851.0	849	Wed Oct 06 07:29:00 EDT 2021	-1	0		849	217 KB	linear	urn:local:.:oph-dxz06zo
cdsA.aln	783771	851	64.4%	99.9%	100.0%	Tue Oct 05 22:13:41 EDT 2021	Tue Oct 05 22:13:41 EDT 2021	Alignment of 851 sequences	true	921	851.0	921	Wed Oct 06 07:29:00 EDT 2021	-1	0		921	232 KB	linear	urn:local:.:opi-dxz06zo
cenA.aln	782069	851	69.0%	99.1%	100.0%	Tue Oct 05 22:13:41 EDT 2021	Tue Oct 05 22:13:41 EDT 2021	Alignment of 851 sequences	true	919	851.0	919	Wed Oct 06 07:29:00 EDT 2021	-1	0		919	231 KB	linear	urn:local:.:opj-dxz06zo
cfp6.aln	288489	851	69.6%	99.1%	100.0%	Tue Oct 05 22:13:42 EDT 2021	Tue Oct 05 22:13:42 EDT 2021	Alignment of 851 sequences	true	339	851.0	339	Wed Oct 06 07:29:00 EDT 2021	-1	0		339	110 KB	linear	urn:local:.:opk-dxz06zo
chaA.aln	921633	851	66.5%	99.3%	100.0%	Tue Oct 05 22:13:42 EDT 2021	Tue Oct 05 22:13:42 EDT 2021	Alignment of 851 sequences	true	1083	851.0	1083	Wed Oct 06 07:29:00 EDT 2021	-1	0		1083	268 KB	linear	urn:local:.:opl-dxz06zo
choD.aln	1478187	851	66.7%	99.7%	100.0%	Tue Oct 05 22:13:42 EDT 2021	Tue Oct 05 22:13:42 EDT 2021	Alignment of 851 sequences	true	1737	851.0	1737	Wed Oct 06 07:29:00 EDT 2021	-1	0		1737	405 KB	linear	urn:local:.:opm-dxz06zo
citE.aln	699522	851	67.9%	99.9%	100.0%	Tue Oct 05 22:13:43 EDT 2021	Tue Oct 05 22:13:43 EDT 2021	Alignment of 851 sequences	true	822	851.0	822	Wed Oct 06 07:29:00 EDT 2021	-1	0		822	211 KB	linear	urn:local:.:opn-dxz06zo
clcD.aln	607614	851	65.3%	99.4%	100.0%	Tue Oct 05 22:13:43 EDT 2021	Tue Oct 05 22:13:43 EDT 2021	Alignment of 851 sequences	true	714	851.0	714	Wed Oct 06 07:29:00 EDT 2021	-1	0		714	188 KB	linear	urn:local:.:opo-dxz06zo
clgR.aln	245088	851	67.4%	100.0%	100.0%	Tue Oct 05 22:13:43 EDT 2021	Tue Oct 05 22:13:43 EDT 2021	Alignment of 851 sequences	true	288	851.0	288	Wed Oct 06 07:28:59 EDT 2021	-1	0		288	99 KB	linear	urn:local:.:opp-dxz06zo
clpC1.aln	2167497	851	64.7%	99.7%	100.0%	Tue Oct 05 22:13:44 EDT 2021	Tue Oct 05 22:13:44 EDT 2021	Alignment of 851 sequences	true	2547	851.0	2547	Wed Oct 06 07:28:59 EDT 2021	-1	0		2547	573 KB	linear	urn:local:.:opq-dxz06zo
clpP1.aln	513153	851	62.2%	99.8%	100.0%	Tue Oct 05 22:13:44 EDT 2021	Tue Oct 05 22:13:44 EDT 2021	Alignment of 851 sequences	true	603	851.0	603	Wed Oct 06 07:28:59 EDT 2021	-1	0		603	165 KB	linear	urn:local:.:opr-dxz06zo
clpP2.aln	548895	851	61.7%	99.8%	100.0%	Tue Oct 05 22:13:44 EDT 2021	Tue Oct 05 22:13:44 EDT 2021	Alignment of 851 sequences	true	645	851.0	645	Wed Oct 06 07:28:59 EDT 2021	-1	0		645	174 KB	linear	urn:local:.:ops-dxz06zo
clpS.aln	260406	851	61.4%	99.0%	100.0%	Tue Oct 05 22:13:44 EDT 2021	Tue Oct 05 22:13:44 EDT 2021	Alignment of 851 sequences	true	306	851.0	306	Wed Oct 06 07:28:59 EDT 2021	-1	0		306	103 KB	linear	urn:local:.:opt-dxz06zo
clpX.aln	1090131	851	61.6%	99.7%	100.0%	Tue Oct 05 22:13:44 EDT 2021	Tue Oct 05 22:13:44 EDT 2021	Alignment of 851 sequences	true	1281	851.0	1281	Wed Oct 06 07:28:59 EDT 2021	-1	0		1281	309 KB	linear	urn:local:.:opu-dxz06zo
cmaA1.aln	319125	851	58.1%	100.0%	100.0%	Tue Oct 05 22:13:45 EDT 2021	Tue Oct 05 22:13:45 EDT 2021	Alignment of 851 sequences	true	375	851.0	375	Wed Oct 06 07:28:59 EDT 2021	-1	0		375	117 KB	linear	urn:local:.:opv-dxz06zo
cmaA2.aln	773559	851	60.5%	99.6%	100.0%	Tue Oct 05 22:13:45 EDT 2021	Tue Oct 05 22:13:45 EDT 2021	Alignment of 851 sequences	true	909	851.0	909	Wed Oct 06 07:28:59 EDT 2021	-1	0		909	229 KB	linear	urn:local:.:opw-dxz06zo
cmaC.aln	783771	851	62.4%	100.0%	100.0%	Tue Oct 05 22:13:45 EDT 2021	Tue Oct 05 22:13:45 EDT 2021	Alignment of 851 sequences	true	921	851.0	921	Wed Oct 06 07:28:59 EDT 2021	-1	0		921	232 KB	linear	urn:local:.:opx-dxz06zo
cmk.aln	589743	851	65.9%	99.3%	100.0%	Tue Oct 05 22:13:45 EDT 2021	Tue Oct 05 22:13:45 EDT 2021	Alignment of 851 sequences	true	693	851.0	693	Wed Oct 06 07:28:59 EDT 2021	-1	0		693	184 KB	linear	urn:local:.:opy-dxz06zo
cmoB.aln	260406	851	63.4%	99.3%	100.0%	Tue Oct 05 22:13:46 EDT 2021	Tue Oct 05 22:13:46 EDT 2021	Alignment of 851 sequences	true	306	851.0	306	Wed Oct 06 07:28:59 EDT 2021	-1	0		306	103 KB	linear	urn:local:.:opz-dxz06zo
cmr.aln	625485	851	64.8%	99.3%	100.0%	Tue Oct 05 22:13:46 EDT 2021	Tue Oct 05 22:13:46 EDT 2021	Alignment of 851 sequences	true	735	851.0	735	Wed Oct 06 07:28:58 EDT 2021	-1	0		735	193 KB	linear	urn:local:.:oq0-dxz06zo
cmtR.aln	300403	851	65.7%	99.7%	100.0%	Tue Oct 05 22:13:46 EDT 2021	Tue Oct 05 22:13:46 EDT 2021	Alignment of 851 sequences	true	353	851.0	353	Wed Oct 06 07:28:58 EDT 2021	-1	0		353	113 KB	linear	urn:local:.:oq1-dxz06zo
coaBC.aln	423798	851	64.1%	100.0%	100.0%	Tue Oct 05 22:13:46 EDT 2021	Tue Oct 05 22:13:46 EDT 2021	Alignment of 851 sequences	true	498	851.0	498	Wed Oct 06 07:28:58 EDT 2021	-1	0		498	143 KB	linear	urn:local:.:oq2-dxz06zo
coaD.aln	413586	851	61.1%	100.0%	100.0%	Tue Oct 05 22:13:46 EDT 2021	Tue Oct 05 22:13:46 EDT 2021	Alignment of 851 sequences	true	486	851.0	486	Wed Oct 06 07:28:58 EDT 2021	-1	0		486	141 KB	linear	urn:local:.:oq3-dxz06zo
coaE.aln	1041624	851	67.2%	99.7%	100.0%	Tue Oct 05 22:13:46 EDT 2021	Tue Oct 05 22:13:46 EDT 2021	Alignment of 851 sequences	true	1224	851.0	1224	Wed Oct 06 07:28:58 EDT 2021	-1	0		1224	297 KB	linear	urn:local:.:oq4-dxz06zo
cobB_2.aln	551448	851	67.7%	95.4%	99.8%	Tue Oct 05 22:13:47 EDT 2021	Tue Oct 05 22:13:47 EDT 2021	Alignment of 851 sequences	true	648	851.0	648	Wed Oct 06 07:28:58 EDT 2021	-1	0		648	174 KB	linear	urn:local:.:oq5-dxz06zo
cobD.aln	816960	851	71.8%	99.8%	100.0%	Tue Oct 05 22:13:47 EDT 2021	Tue Oct 05 22:13:47 EDT 2021	Alignment of 851 sequences	true	960	851.0	960	Wed Oct 06 07:28:58 EDT 2021	-1	0		960	239 KB	linear	urn:local:.:oq6-dxz06zo
cobH.aln	388056	851	74.1%	100.0%	100.0%	Tue Oct 05 22:13:47 EDT 2021	Tue Oct 05 22:13:47 EDT 2021	Alignment of 851 sequences	true	456	851.0	456	Wed Oct 06 07:28:58 EDT 2021	-1	0		456	134 KB	linear	urn:local:.:oq7-dxz06zo
cobK.aln	592296	851	66.1%	99.9%	100.0%	Tue Oct 05 22:13:47 EDT 2021	Tue Oct 05 22:13:47 EDT 2021	Alignment of 851 sequences	true	696	851.0	696	Wed Oct 06 07:28:58 EDT 2021	-1	0		696	184 KB	linear	urn:local:.:oq8-dxz06zo
cobL.aln	745476	851	69.6%	99.9%	100.0%	Tue Oct 05 22:13:47 EDT 2021	Tue Oct 05 22:13:47 EDT 2021	Alignment of 851 sequences	true	876	851.0	876	Wed Oct 06 07:28:58 EDT 2021	-1	0		876	222 KB	linear	urn:local:.:oq9-dxz06zo
cobM.aln	643356	851	67.2%	100.0%	100.0%	Tue Oct 05 22:13:48 EDT 2021	Tue Oct 05 22:13:48 EDT 2021	Alignment of 851 sequences	true	756	851.0	756	Wed Oct 06 07:28:58 EDT 2021	-1	0		756	197 KB	linear	urn:local:.:oqa-dxz06zo
