"","Sequence_ID","Assembly","X..contigs.....0.bp.","X..contigs.....1000.bp.","X..contigs.....5000.bp.","X..contigs.....10000.bp.","X..contigs.....25000.bp.","X..contigs.....50000.bp.","Total.length.....0.bp.","Total.length.....1000.bp.","Total.length.....5000.bp.","Total.length.....10000.bp.","Total.length.....25000.bp.","Total.length.....50000.bp.","X..contigs","Largest.contig","Total.length","Reference.length","GC....","Reference.GC....","N50","NG50","N75","NG75","L50","LG50","L75","LG75","X..misassemblies","X..misassembled.contigs","Misassembled.contigs.length","X..local.misassemblies","X..scaffold.gap.ext..mis.","X..scaffold.gap.loc..mis.","X..unaligned.mis..contigs","X..unaligned.contigs","Unaligned.length","Genome.fraction....","Duplication.ratio","X..N.s.per.100.kbp","X..mismatches.per.100.kbp","X..indels.per.100.kbp","X..genomic.features","Largest.alignment","Total.aligned.length","NA50","NGA50","NA75","NGA75","LA50","LGA50","LA75","LGA75contigs"
"69","SAMN06252202_assembled"," contigs ",361,81,60,53,45,31,4359888,4290961,4245931,4195556,4052598,3563623,100,290576,4304931,4349904,65.61,65.63,101775,101775,63032,63032,13,13,26,26,3,3,476591,3,0,0,0," 1 + 0 part ",535,98.898,1.001,0,5.02,1.28," 7958 + 109 part ",281677,4304092,98672,98672,62675,62675,14,"14",28," 28 \\ \hline"
"70","SAMN06252254_assembled"," contigs ",251,87,66,59,50,35,4326181,4286103,4244159,4196829,4032156,3519504,100,281741,4296129,4349904,65.62,65.63,96242,96235,58248,56485,15,16,30,31,4,3,364262,10,0,0,0," 0 + 0 part ",0,98.701,1.001,0,12.32,2.31," 7938 + 117 part ",281741,4294798,87817,87817,56347,55053,17,"17",32," 33 \\ \hline"
"71","SAMN03300151_assembled"," contigs ",135,90,67,61,45,31,4325747,4308369,4263443,4226448,3980017,3439187,101,400216,4316634,4349904,65.57,65.63,105881,105881,53299,53299,13,13,28,28,10,8,526880,12,0,0,0," 0 + 1 part ",1017,99.009,1.002,0,18.34,2.74," 7950 + 167 part ",400098,4309266,103420,103420,53183,52477,14,"14",29," 30 \\ \hline"
"72","SAMN03300249_assembled"," contigs ",132,91,70,65,51,29,4325429,4308510,4271166,4234082,4002223,3154026,101,227486,4316217,4349904,65.58,65.63,103626,103626,48693,47347,15,15,31,32,8,6,616244,11,0,0,0," 0 + 2 part ",2759,98.926,1.002,0,16.87,2.72," 7944 + 169 part ",227359,4305653,87347,87347,46068,46068,16,"16",34," 34 \\ \hline"
"73","SAMN03300450_assembled"," contigs ",127,85,64,60,50,27,4316635,4296923,4262343,4231678,4068957,3199896,101,236698,4308591,4349904,65.56,65.63,105882,105882,49922,48626,13,13,28,29,5,5,111885,8,0,0,0," 0 + 1 part ",915,98.898,1.001,0,9.23,1.67," 7964 + 153 part ",236698,4304319,105882,105882,49845,48601,13,"13",28," 29 \\ \hline"
"74","SAMN03300659_assembled"," contigs ",138,86,63,60,48,29,4314266,4292376,4244268,4220651,4031078,3353733,101,269285,4302682,4349904,65.57,65.63,101628,101628,56733,50852,13,13,27,28,4,4,376968,18,0,0,0," 0 + 0 part ",0,98.727,1.002,0,18.72,2.51," 7920 + 169 part ",235980,4297440,98997,98997,50729,49839,14,"14",28," 29 \\ \hline"
"75","SAMN03300745_assembled"," contigs ",135,83,66,61,46,28,4316872,4293569,4261777,4223441,3967273,3285091,101,242918,4306673,4349904,65.57,65.63,116241,116241,51736,51044,13,13,27,28,4,4,299933,15,0,0,0," 1 + 0 part ",741,98.846,1.001,0,15.35,2.14," 7938 + 149 part ",242918,4301618,102052,102052,51044,48660,13,"13",29," 30 \\ \hline"
"76","SAMN03300263_assembled"," contigs ",151,84,64,60,50,31,4328572,4298536,4256354,4228294,4057216,3368248,102,270702,4311740,4349904,65.57,65.63,98885,98885,52477,52477,14,14,29,29,6,6,475890,13,0,0,0," 0 + 0 part ",0,98.936,1.002,0,9.43,1.7," 7964 + 153 part ",236807,4306023,96311,92879,51093,49983,14,"15",30," 31 \\ \hline"
"77","SAMN03300392_assembled"," contigs ",145,84,65,60,48,32,4323549,4296649,4257661,4221009,4023596,3437889,102,236089,4309499,4349904,65.59,65.63,100993,98885,58389,58389,14,15,29,29,5,5,268646,11,0,0,0," 0 + 0 part ",0,98.894,1.002,0,14.34,2.28," 7938 + 151 part ",236089,4304418,98885,98885,58389,52376,15,"15",29," 30 \\ \hline"
"78","SAMN03300561_assembled"," contigs ",151,83,63,59,46,30,4300593,4270912,4234781,4200365,3991676,3406074,102,256717,4285236,4349904,65.56,65.63,106464,105829,56797,55085,13,14,27,28,8,6,253950,18,0,0,0," 4 + 2 part ",7632,98.152,1.002,0,16.75,3.02," 7888 + 161 part ",256549,4271116,106464,105829,54912,52477,13,"14",27," 28 \\ \hline"
"79","SAMN03300650_assembled"," contigs ",134,85,62,62,41,27,4326576,4305006,4261758,4261758,3898380,3355089,102,363579,4316471,4349904,65.56,65.63,135107,135107,58361,52476,12,12,25,26,15,12,825353,23,0,0,0," 1 + 2 part ",3278,98.848,1.003,0,20.42,2.91," 7948 + 167 part ",363573,4307672,110339,110339,52476,52416,13,"13",27," 28 \\ \hline"
"80","SAMN03300076_assembled"," contigs ",133,89,65,64,45,27,4309859,4290692,4241180,4233299,3930427,3251695,103,235980,4300255,4349904,65.56,65.63,102124,102124,50958,48640,13,13,27,28,10,8,366186,20,0,0,0," 0 + 0 part ",0,98.69,1.002,0,15.37,2.24," 7910 + 169 part ",235980,4294149,98868,98868,48620,46447,14,"14",29," 30 \\ \hline"
"81","SAMN03300117_assembled"," contigs ",127,86,64,58,48,31,4306379,4286799,4245710,4198309,4033488,3391531,103,385718,4299116,4349904,65.56,65.63,96386,95829,58318,52477,13,14,28,29,5,3,216881,17,0,0,0," 0 + 1 part ",1905,98.626,1.002,0,15.03,2.24," 7924 + 161 part ",385679,4291536,83650,83650,52477,51057,14,"14",29," 30 \\ \hline"
"82","SAMN03300237_assembled"," contigs ",132,85,65,60,48,30,4320525,4298890,4256354,4220944,4019033,3331777,103,236807,4311916,4349904,65.57,65.63,101496,98885,51195,51195,13,14,29,29,5,4,196625,7,0,0,0," 0 + 0 part ",0,98.951,1.002,0,9.46,1.67," 7970 + 153 part ",236807,4306596,98885,98885,51066,50904,14,"14",29," 30 \\ \hline"
"83","SAMN03300363_assembled"," contigs ",139,88,65,60,46,32,4296925,4274953,4226185,4188193,3957877,3424043,103,221029,4286285,4349904,65.58,65.63,98884,98884,54999,54999,14,14,29,29,7,6,319578,18,0,0,0," 0 + 2 part ",2913,98.266,1.002,0,17.92,2.95," 7890 + 157 part ",220913,4277170,98884,98884,52416,51055,14,"14",30," 31 \\ \hline"
"84","SAMN03300381_assembled"," contigs ",144,88,67,61,47,30,4315400,4292525,4254668,4210718,3985201,3358290,103,227591,4302707,4349904,65.56,65.63,106564,101549,52477,52352,13,14,28,29,2,2,142895,18,0,0,0," 0 + 0 part ",0,98.727,1.002,0,15.14,2.35," 7914 + 169 part ",227591,4295808,98885,98885,52352,52352,14,"14",29," 29 \\ \hline"
"85","SAMN03300397_assembled"," contigs ",145,84,62,60,48,29,4332769,4304194,4263726,4249916,4061940,3341237,103,243566,4317546,4349904,65.58,65.63,108413,98885,52429,51336,12,13,27,28,6,5,259643,13,0,0,0," 1 + 0 part ",564,99.064,1.002,0,9,1.65," 7966 + 155 part ",243566,4311842,98885,98885,51336,51336,13,"13",29," 29 \\ \hline"
"86","SAMN03300409_assembled"," contigs ",135,84,64,60,47,30,4332250,4308384,4271113,4240756,4035611,3425267,103,242289,4322043,4349904,65.59,65.63,101913,101913,52361,52361,13,13,27,27,0,0,0,15,0,0,0," 0 + 0 part ",0,99.214,1.001,0,8.71,1.71," 7970 + 147 part ",242273,4319011,101913,101913,52361,52361,13,"13",27," 27 \\ \hline"
"87","SAMN03300467_assembled"," contigs ",130,87,63,60,48,30,4297357,4277979,4231254,4210364,4018104,3339908,103,256791,4289376,4349904,65.61,65.63,111413,107492,52477,52298,13,14,28,29,6,5,190784,14,0,0,0," 0 + 2 part ",3068,98.341,1.002,0,17.63,3.09," 7910 + 137 part ",256629,4280081,111413,107175,51671,51671,13,"14",29," 29 \\ \hline"
"88","SAMN03300706_assembled"," contigs ",143,89,64,58,45,29,4325156,4301124,4253141,4205824,3987669,3374666,103,315578,4310848,4349904,65.58,65.63,96766,96766,55099,55099,12,12,27,27,4,4,97708,13,0,0,0," 0 + 0 part ",0,98.939,1.002,0,10.01,1.86," 7944 + 165 part ",315578,4306069,96386,96386,52477,52477,12,"12",27," 27 \\ \hline"
"89","SAMN03300866_assembled"," contigs ",144,87,64,61,52,31,4318267,4294687,4249248,4225186,4083018,3296609,103,235980,4305884,4349904,65.57,65.63,98173,98173,56733,52477,15,15,30,31,6,6,503849,18,0,0,0," 0 + 0 part ",0,98.806,1.002,0,14.73,2.26," 7916 + 169 part ",235980,4299110,81479,81479,49594,48243,16,"16",32," 33 \\ \hline"
"90","SAMN09725642_assembled"," contigs ",392,56,40,38,34,26,4479716,4327941,4300098,4287193,4212070,3933546,103,340996,4358843,4349904,65.48,65.63,179038,179038,98884,98884,9,9,17,17,3,2,200266,7,0,0,0," 46 + 0 part ",36521,99.242,1.001,0,14.59,2.87," 8006 + 85 part ",340987,4319610,164981,164981,96438,98884,9,"9",18," 17 \\ \hline"
"91","SAMN09725736_assembled"," contigs ",184,87,65,58,49,34,4324932,4299513,4252012,4202227,4037725,3529167,103,290576,4311299,4349904,65.62,65.63,96233,96233,60576,59636,15,15,29,30,1,1,290576,5,0,0,0," 0 + 1 part ",553,99.059,1,0,4.66,1.23," 7972 + 119 part ",281678,4310328,96233,96233,60576,59636,15,"15",30," 31 \\ \hline"
"92","SAMN03300408_assembled"," contigs ",239,82,59,55,45,29,4361588,4294024,4247476,4218463,4068827,3474742,104,278635,4309037,4349904,65.56,65.63,133476,133476,59407,58318,12,12,25,26,5,4,283275,16,0,0,0," 11 + 2 part ",8667,98.71,1.002,0,14.51,2.45," 7928 + 157 part ",278524,4295520,107178,101983,58318,58318,12,"13",27," 27 \\ \hline"
"93","SAMN03300474_assembled"," contigs ",143,86,68,63,52,25,4317199,4293192,4259125,4220687,4037950,3067662,104,242463,4306495,4349904,65.55,65.63,106122,106122,44934,44517,13,13,29,30,7,7,347608,10,0,0,0," 0 + 0 part ",0,98.834,1.002,0,8.84,1.88," 7946 + 173 part ",242390,4302150,102841,102841,44850,44397,13,"13",30," 31 \\ \hline"
"94","SAMN03300525_assembled"," contigs ",133,89,65,60,48,31,4329774,4309738,4262873,4223924,4036755,3412727,104,227645,4320586,4349904,65.59,65.63,102035,102035,52361,52180,13,13,28,29,3,3,72734,8,0,0,0," 0 + 0 part ",0,99.159,1.002,0,8.86,1.76," 7972 + 149 part ",227645,4316288,102035,102035,51732,51732,13,"13",29," 29 \\ \hline"
"95","SAMN03300614_assembled"," contigs ",147,88,64,58,47,29,4319557,4295017,4249196,4200419,4018590,3362666,104,236089,4305624,4349904,65.58,65.63,107499,107499,56733,52477,13,13,27,28,5,4,389174,13,0,0,0," 0 + 0 part ",0,98.784,1.002,0,14.06,2.14," 7930 + 155 part ",236089,4299411,105882,100134,52477,51398,13,"14",28," 29 \\ \hline"
"96","SAMN03300672_assembled"," contigs ",164,85,63,58,44,27,4333025,4297098,4255341,4216645,3980183,3349741,104,328574,4310506,4349904,65.57,65.63,133581,133581,58318,52479,12,12,25,26,5,4,177280,16,0,0,0," 5 + 0 part ",4092,98.796,1.002,0,15.43,2.49," 7934 + 155 part ",328442,4299992,133349,133349,58318,52479,12,"12",25," 26 \\ \hline"
"97","SAMN03300766_assembled"," contigs ",141,85,63,60,47,29,4317980,4292228,4246314,4221195,4025043,3337170,104,293470,4305497,4349904,65.57,65.63,102030,102030,52477,52217,13,13,27,28,3,3,489985,11,0,0,0," 0 + 1 part ",640,98.805,1.002,0,14.1,2.21," 7932 + 153 part ",227591,4300490,96438,96438,52477,52217,14,"14",29," 30 \\ \hline"
"98","SAMN03300102_assembled"," contigs ",131,88,66,61,48,32,4315606,4294532,4248556,4205341,3987090,3388577,105,227701,4306893,4349904,65.57,65.63,97008,97008,53000,52418,15,15,29,30,8,7,270629,16,0,0,0," 0 + 0 part ",0,98.806,1.002,0,13.17,1.91," 7936 + 185 part ",227701,4299496,96328,96328,52418,50784,15,"15",30," 31 \\ \hline"
"99","SAMN03300128_assembled"," contigs ",139,89,66,64,53,31,4315339,4294015,4246971,4234911,4052493,3237194,105,236405,4304913,4349904,65.57,65.63,83396,83396,51045,49997,15,15,31,32,8,7,317055,19,0,0,0," 0 + 0 part ",0,98.756,1.002,0,18.58,2.91," 7912 + 177 part ",236405,4299783,83258,83258,49838,48636,15,"15",32," 33 \\ \hline"
"100","SAMN03300165_assembled"," contigs ",134,92,71,64,50,30,4306958,4288273,4247732,4197889,3965493,3222399,105,248407,4297348,4349904,65.53,65.63,96329,96329,49910,49910,15,15,31,31,3,3,137323,13,0,0,0," 2 + 0 part ",1272,98.571,1.002,0,14.9,2.29," 7924 + 165 part ",248407,4289278,96329,96329,48459,48072,15,"15",31," 32 \\ \hline"
"101","SAMN03300197_assembled"," contigs ",171,88,67,61,46,26,4338235,4302091,4262541,4218837,3982261,3212984,105,227591,4313493,4349904,65.57,65.63,107694,107694,49936,49936,13,13,27,27,2,2,193647,12,0,0,0," 6 + 0 part ",3345,98.879,1.002,0,13.3,2.19," 7932 + 155 part ",227591,4303948,106985,106985,49586,49586,13,"13",28," 28 \\ \hline"
"102","SAMN03300354_assembled"," contigs ",180,88,64,62,49,25,4348289,4309268,4260618,4244993,4041386,3152866,105,236625,4320803,4349904,65.57,65.63,122409,122409,48810,48394,13,13,27,28,3,3,130453,11,0,0,0," 1 + 0 part ",682,99.164,1.002,0,9.76,1.81," 7966 + 153 part ",236625,4315925,122130,122130,48328,46487,13,"13",28," 29 \\ \hline"
"103","SAMN03300432_assembled"," contigs ",173,87,67,64,49,30,4346589,4310427,4270871,4251507,4005977,3299157,105,236735,4323379,4349904,65.59,65.63,101829,101829,51737,51044,14,14,29,30,3,3,171499,9,0,0,0," 0 + 1 part ",980,99.172,1.002,0,9.18,1.6," 7966 + 157 part ",236735,4316206,101829,101829,51623,51044,14,"14",29," 30 \\ \hline"
"104","SAMN03300678_assembled"," contigs ",146,82,60,56,46,30,4325942,4295999,4251772,4222713,4050027,3445696,105,236089,4312226,4349904,65.59,65.63,103717,103717,60727,60727,13,13,27,27,6,6,227047,14,0,0,0," 1 + 0 part ",835,98.931,1.002,0,13.73,2.3," 7944 + 141 part ",236089,4306261,101466,101466,58318,58318,14,"14",28," 28 \\ \hline"
"105","SAMN03300741_assembled"," contigs ",130,90,65,62,48,29,4310468,4292576,4246899,4223620,3993460,3293364,105,212185,4303227,4349904,65.56,65.63,120890,107472,52477,51089,13,14,28,29,5,5,313975,14,0,0,0," 0 + 0 part ",0,98.774,1.002,0,14.83,2.14," 7926 + 157 part ",212163,4298229,98885,98885,51089,49832,14,"14",29," 30 \\ \hline"
"106","SAMN03300791_assembled"," contigs ",139,90,63,57,46,30,4315376,4294010,4235647,4183938,3992299,3394743,105,235980,4304853,4349904,65.57,65.63,107375,107375,57902,52477,13,13,27,28,5,4,216684,12,0,0,0," 0 + 1 part ",640,98.788,1.002,0,14.24,2.37," 7924 + 163 part ",235980,4299565,98885,98885,49911,49911,13,"13",29," 29 \\ \hline"
"107","SAMN10966149_assembled"," contigs ",213,86,64,61,47,31,4324847,4290174,4239389,4221337,3991898,3370883,105,250445,4303360,4349904,65.59,65.63,100321,100321,51968,51968,14,14,29,29,4,4,259164,14,0,0,0," 0 + 0 part ",0,98.878,1.001,0,4.28,1.35," 7938 + 153 part ",250445,4300660,100226,100226,51529,51026,14,"14",29," 30 \\ \hline"
"108","SAMN03300161_assembled"," contigs ",145,89,66,62,48,32,4318538,4294974,4253013,4219057,3999992,3377639,106,319815,4306300,4349904,65.57,65.63,101768,101768,52333,52333,14,14,30,30,6,6,159863,13,0,0,0," 1 + 2 part ",3774,98.704,1.002,0,14.11,2.17," 7924 + 163 part ",319671,4296672,100846,98885,52333,51317,14,"15",30," 31 \\ \hline"
"109","SAMN03300168_assembled"," contigs ",158,86,65,62,47,31,4324147,4291366,4248759,4225674,3969254,3328505,106,235980,4305481,4349904,65.57,65.63,98885,98885,51081,51081,14,14,30,30,2,2,231072,17,0,0,0," 0 + 1 part ",1324,98.741,1.002,0,15.46,2.3," 7918 + 165 part ",235980,4296496,83446,83380,50653,49810,14,"15",31," 32 \\ \hline"
"110","SAMN03300272_assembled"," contigs ",129,91,68,63,49,30,4324177,4305926,4261570,4222342,3996431,3282883,106,328354,4316445,4349904,65.58,65.63,96549,96549,51050,51050,14,14,30,30,7,7,178856,7,0,0,0," 0 + 0 part ",0,99.023,1.002,0,9.52,1.67," 7960 + 161 part ",328291,4310376,96549,96549,51050,51050,14,"14",30," 30 \\ \hline"
"111","SAMN03300283_assembled"," contigs ",147,87,67,66,48,28,4319365,4292768,4257963,4252767,3958249,3200971,106,235980,4305714,4349904,65.56,65.63,107659,107659,48355,48324,13,13,29,30,8,7,232657,15,0,0,0," 0 + 0 part ",0,98.781,1.002,0,16.29,2.58," 7920 + 169 part ",235980,4299050,98885,81874,48238,46053,13,"14",30," 31 \\ \hline"
"112","SAMN03300403_assembled"," contigs ",138,87,63,57,47,31,4321170,4298212,4246095,4195978,4021677,3436741,106,249113,4311656,4349904,65.59,65.63,103599,98895,52313,52313,13,14,28,28,4,4,388941,15,0,0,0," 0 + 0 part ",0,98.897,1.002,0,15.64,2.7," 7944 + 143 part ",249113,4305006,98895,98895,52313,52015,14,"14",29," 30 \\ \hline"
"113","SAMN03300421_assembled"," contigs ",147,86,62,58,48,32,4318058,4291917,4239405,4212362,4065393,3427431,106,256962,4305681,4349904,65.55,65.63,98885,98885,52447,52447,14,14,29,29,4,3,255735,19,0,0,0," 5 + 0 part ",2849,98.777,1.001,0,14.8,2.19," 7924 + 161 part ",256627,4299059,96162,90013,51078,49813,14,"15",30," 31 \\ \hline"
"114","SAMN03300476_assembled"," contigs ",135,87,64,59,50,33,4291312,4269906,4222464,4184314,4041854,3408498,106,221005,4283575,4349904,65.59,65.63,98884,98884,52477,52165,14,14,30,31,7,6,207314,18,0,0,0," 0 + 2 part ",4007,98.16,1.002,0,17.49,3.02," 7886 + 165 part ",220881,4273217,98884,93069,52477,52037,14,"15",30," 31 \\ \hline"
"115","SAMN03300505_assembled"," contigs ",145,90,67,63,46,30,4287692,4265138,4212948,4180449,3895385,3307670,106,292436,4277012,4349904,65.56,65.63,106110,106110,50798,50024,13,13,29,30,9,6,311006,16,0,0,0," 0 + 2 part ",3286,98.038,1.002,0,17.49,3.14," 7878 + 169 part ",292319,4267912,105851,105851,49823,48680,13,"13",29," 30 \\ \hline"
"116","SAMN03300513_assembled"," contigs ",139,89,70,66,51,32,4318881,4297241,4261176,4234783,3979300,3272030,106,241544,4309924,4349904,65.54,65.63,82238,82238,51063,51063,16,16,32,32,9,6,599644,7,0,0,0," 0 + 2 part ",3884,98.788,1.002,0,18.94,3.21," 7940 + 171 part ",241544,4300327,80635,80635,48289,45888,17,"17",34," 35 \\ \hline"
"117","SAMN03300537_assembled"," contigs ",162,84,60,57,48,28,4356776,4321952,4280380,4259599,4110837,3375689,106,248272,4337147,4349904,65.56,65.63,102942,102942,56742,56742,12,12,26,26,1,1,159737,14,0,0,0," 14 + 0 part ",12964,99.251,1.002,0,8.55,1.9," 7984 + 135 part ",248272,4320333,102826,102826,56742,56742,12,"12",26," 26 \\ \hline"
"118","SAMN03300612_assembled"," contigs ",183,90,69,63,48,27,4337703,4298233,4258340,4210938,3949044,3143389,106,249042,4309512,4349904,65.59,65.63,98895,98895,46797,46710,13,13,29,30,6,6,351918,9,0,0,0," 2 + 0 part ",1395,98.83,1.002,0,13.91,2.63," 7936 + 151 part ",249042,4302546,81268,81268,46566,45672,14,"14",31," 32 \\ \hline"
"119","SAMN03300656_assembled"," contigs ",134,88,65,63,45,25,4305814,4284450,4235428,4221616,3933378,3176834,106,319873,4297227,4349904,65.55,65.63,110451,110451,49827,48651,12,12,26,27,8,8,500279,15,0,0,0," 0 + 1 part ",637,98.564,1.002,0,20.48,2.61," 7916 + 173 part ",319476,4290838,99762,98991,47591,44592,12,"13",28," 29 \\ \hline"
"120","SAMN03300770_assembled"," contigs ",179,88,64,61,48,33,4330243,4291409,4236311,4214004,4016730,3456178,106,221070,4303475,4349904,65.56,65.63,98885,98885,58318,53414,15,15,29,30,2,2,205657,14,0,0,0," 2 + 0 part ",1073,98.718,1.002,0,14.42,2.07," 7922 + 165 part ",220895,4296377,96386,96386,53414,52409,15,"15",30," 31 \\ \hline"
"121","SAMN03300771_assembled"," contigs ",141,87,63,58,49,31,4319869,4294792,4244397,4204231,4054901,3377907,106,227645,4307952,4349904,65.56,65.63,96386,96386,58318,58318,14,14,29,29,8,7,451305,10,0,0,0," 0 + 0 part ",0,98.819,1.002,0,10,1.72," 7948 + 161 part ",227645,4301888,96027,92836,52477,52361,14,"15",30," 31 \\ \hline"
"122","SAMN03300130_assembled"," contigs ",147,89,67,61,47,31,4317787,4291566,4246286,4203657,3976767,3367145,107,236089,4304772,4349904,65.57,65.63,96438,96438,52352,52352,14,14,29,29,5,5,204339,11,0,0,0," 0 + 0 part ",0,98.786,1.002,0,13.68,2.02," 7924 + 161 part ",236089,4299997,96329,96329,51055,48675,14,"14",30," 31 \\ \hline"
"123","SAMN03300171_assembled"," contigs ",144,90,63,56,48,32,4325569,4300450,4244637,4194433,4052900,3438045,107,249016,4313289,4349904,65.59,65.63,100773,100773,52361,52361,13,13,29,29,5,5,382903,12,0,0,0," 0 + 0 part ",0,98.949,1.002,0,11.52,1.95," 7938 + 171 part ",249016,4307752,96028,96028,51735,51735,14,"14",30," 30 \\ \hline"
"124","SAMN03300189_assembled"," contigs ",136,89,68,64,50,31,4316658,4294792,4246353,4216011,3995673,3289800,107,236698,4307434,4349904,65.56,65.63,96549,96549,51055,50090,15,15,30,31,3,3,115676,10,0,0,0," 0 + 0 part ",0,98.876,1.001,0,10,1.63," 7956 + 163 part ",236698,4302817,96549,96549,49686,48621,15,"15",30," 31 \\ \hline"
"125","SAMN03300205_assembled"," contigs ",140,91,66,64,49,30,4324114,4302557,4253600,4241339,3996992,3290500,107,236178,4313869,4349904,65.57,65.63,101855,101855,50987,50622,13,13,29,30,1,1,68455,12,0,0,0," 0 + 0 part ",0,99.005,1.002,0,9.54,1.93," 7964 + 155 part ",236178,4309672,101397,101397,50499,50499,13,"13",30," 30 \\ \hline"
"126","SAMN03300302_assembled"," contigs ",137,92,67,65,49,29,4321786,4302055,4250042,4235175,3981191,3246096,107,236698,4312374,4349904,65.56,65.63,98885,98885,51050,49918,14,14,29,30,2,2,98901,9,0,0,0," 0 + 1 part ",840,98.92,1.002,0,10.23,1.84," 7958 + 159 part ",236698,4306376,98885,98885,48685,48685,14,"14",30," 30 \\ \hline"
"127","SAMN03300327_assembled"," contigs ",169,88,67,59,51,31,4307612,4275438,4234309,4174659,4030164,3279625,107,227649,4288501,4349904,65.55,65.63,100166,100166,51045,50613,15,15,30,31,15,10,444980,15,0,0,0," 7 + 3 part ",10301,97.789,1.006,0,17.77,2.84," 7872 + 171 part ",227649,4274101,88503,83751,49739,48405,15,"16",33," 34 \\ \hline"
"128","SAMN03300365_assembled"," contigs ",143,87,65,61,50,30,4322535,4297025,4255936,4225606,4053362,3294241,107,242430,4311817,4349904,65.56,65.63,101454,101454,52180,51076,13,13,29,30,5,5,40933,11,0,0,0," 0 + 0 part ",0,98.938,1.002,0,9.78,1.86," 7958 + 157 part ",242430,4306716,101295,101295,52180,50972,13,"13",29," 30 \\ \hline"
"129","SAMN03300385_assembled"," contigs ",155,88,69,64,52,31,4298770,4268481,4234268,4196702,3990773,3173661,107,212208,4282636,4349904,65.58,65.63,98884,84100,49816,48808,15,16,32,33,6,5,252864,15,0,0,0," 0 + 2 part ",2808,98.208,1.002,0,18.21,2.93," 7884 + 165 part ",212181,4274028,83746,83746,47803,46427,16,"16",33," 34 \\ \hline"
"130","SAMN03300457_assembled"," contigs ",136,90,68,63,48,29,4326127,4305218,4261286,4221318,3983423,3279123,107,248495,4317542,4349904,65.58,65.63,101940,101940,51057,51057,13,13,29,29,5,4,265382,9,0,0,0," 0 + 0 part ",0,99.043,1.002,0,9.45,1.88," 7958 + 153 part ",248495,4311494,101940,101940,51057,51057,13,"13",29," 29 \\ \hline"
"131","SAMN03300468_assembled"," contigs ",136,88,64,58,49,31,4293414,4271278,4223463,4177642,4020803,3334441,107,212389,4284994,4349904,65.59,65.63,105882,104958,52438,52407,14,15,29,30,5,5,203217,15,0,0,0," 0 + 1 part ",1071,98.276,1.002,0,17.59,2.85," 7898 + 149 part ",212212,4277862,105882,102184,52407,51055,14,"15",29," 30 \\ \hline"
"132","SAMN03300538_assembled"," contigs ",141,89,65,62,50,27,4332321,4309224,4263570,4243825,4051012,3223774,107,236569,4321835,4349904,65.58,65.63,98885,98885,49848,49848,13,13,28,28,1,1,12737,11,0,0,0," 1 + 0 part ",586,99.152,1.002,0,9.83,1.95," 7964 + 155 part ",236569,4315428,98885,98885,49757,49757,13,"13",28," 28 \\ \hline"
